input_name	text	cl_id	cl_label
activated regulatory T-cell	activated regulatory T-cell	CL:0000815	regulatory T cell
CD8 T cells	CD8 T cell	CL:0000625	CD8-positive, alpha-beta T cell
CD8 T cells	CD8 T cell	CL:0000625	CD8-positive, alpha-beta T cell
M1 macrophages	M1 macrophage	CL:0000863	inflammatory macrophage
M1 macrophages	M1 macrophage	CL:0000863	inflammatory macrophage
M2 macrophages	M2 macrophage	CL:0000890	alternatively activated macrophage
M2 macrophages	M2 macrophage	CL:0000890	alternatively activated macrophage
Tregs	T regulatory cell	CL:0000815	regulatory T cell
Tregs	Treg	CL:0000815	regulatory T cell
naive B cells	naïve B cell	CL:0000788	naive B cell
naive B cells	naive B cell	CL:0000788	naive B cell
neutrophils	neutrophil	CL:0000775	neutrophil
neutrophils	neutrophil	CL:0000775	neutrophil
IHC	inner hair cell	CL:0000589	cochlear inner hair cell
IHC	IHC	CL:0000589	cochlear inner hair cell
OHC	outer hair cell	CL:0000601	cochlear outer hair cell
OHC	OHC	CL:0000601	cochlear outer hair cell
SGN	spiral ganglion neuron	CL:0011113	spiral ganglion neuron
SGN	SGN	CL:0011113	spiral ganglion neuron
brainstem motor neurons	brainstem motor neuron	CL:2000047	brainstem motor neuron
brainstem motor neurons	brainstem motor neuron	CL:2000047	brainstem motor neuron
inner hair cell	inner hair cell	CL:0000589	cochlear inner hair cell
inner hair cell	inner hair cell	CL:0000589	cochlear inner hair cell
motor neuron	motor neuron	CL:0000100	motor neuron
motor neuron	motor neuron	CL:0000100	motor neuron
neuronal	neuronal	CL:0000540	neuron
oligodendrocyte	oligodendrocyte	CL:0000128	oligodendrocyte
oligodendrocyte	oligodendrocyte	CL:0000128	oligodendrocyte
outer hair cell	outer hair cell	CL:0000601	cochlear outer hair cell
outer hair cell	outer hair cell	CL:0000601	cochlear outer hair cell
spiral ganglion neuron	spiral ganglion neuron	CL:0011113	spiral ganglion neuron
spiral ganglion neuron	spiral ganglion neuron	CL:0011113	spiral ganglion neuron
cardiomyocytes	cardiomyocyte	CL:0000746	cardiac muscle cell
cardiomyocytes	cardiomyocyte	CL:0000746	cardiac muscle cell
pluripotent stem cells	pluripotent stem cell	CL:0002248	pluripotent stem cell
pluripotent stem cells	pluripotent stem cell	CL:0002248	pluripotent stem cell
macrophage	macrophage	CL:0000235	macrophage
macrophage	macrophage	CL:0000235	macrophage
monocyte	monocyte	CL:0000576	monocyte
monocyte	monocyte	CL:0000576	monocyte
myeloid cell	myeloid cell	CL:0000763	myeloid cell
myeloid cell	myeloid cell	CL:0000763	myeloid cell
B-cell	B cell	CL:0000236	B cell
B-cell	B-cell	CL:0000236	B cell
T cells	T cell	CL:0000084	T cell
T cells	T cell	CL:0000084	T cell
synovial macrophage	synovial macrophage	CL:0000235	macrophage
synovial macrophage	synovial macrophage	CL:0000235	macrophage
RG	radial glial cell	CL:0000681	radial glial cell
RG	RG	CL:0000681	radial glial cell
astrocytes	astrocyte	CL:0000127	astrocyte
endothelial	endothelial cell	CL:0000115	endothelial cell
endothelial	endothelial	CL:0000115	endothelial cell
oligodendrocytes	oligodendrocyte	CL:0000128	oligodendrocyte
pericytes	pericyte	CL:0000669	pericyte
radial glia	radial glial cell	CL:0000681	radial glial cell
MECs	myoepithelial cell	CL:0000185	myoepithelial cell
MECs	MEC	CL:0000185	myoepithelial cell
corneal limbal stem cells	corneal limbal stem cell	CL:4033093	limbal epithelial stem cell of cornea
corneal limbal stem cells	corneal limbal stem cell	CL:4033093	limbal epithelial stem cell of cornea
mammary ductal cells	mammary ductal cell	CL:0002327	mammary gland epithelial cell
mammary ductal cells	mammary ductal cell	CL:0002327	mammary gland epithelial cell
stem cells	stem cell	CL:0000034	stem cell
stem cells	stem cell	CL:0000034	stem cell
stem/progenitor cells	stem/progenitor cell	CL:0011026	progenitor cell
stem/progenitor cells	stem/progenitor cell	CL:0011026	progenitor cell
tubular cells	tubular cell	NO MATCH found	
tubular cells	tubular cell	NO MATCH found	
SPNs	spiny projection neuron	CL:1001474	medium spiny neuron
SPNs	SPN	CL:1001474	medium spiny neuron
astrocytes	astrocyte	CL:0000127	astrocyte
astrocytes	astrocyte	CL:0000127	astrocyte
dSPNs	dopamine receptor-1 expressing spiny projection neuron	CL:4023026	direct pathway medium spiny neuron
dSPNs	dSPN	CL:4023026	direct pathway medium spiny neuron
iSPNs	dopamine receptor-2 expressing spiny projection neuron	CL:4023029	indirect pathway medium spiny neuron
iSPNs	iSPN	CL:4023029	indirect pathway medium spiny neuron
interneurons	interneuron	CL:0000099	interneuron
interneurons	interneuron	CL:0000099	interneuron
neural progenitor	neural progenitor	CL:0011020	neural progenitor cell
neural progenitor	neural progenitor	CL:0011020	neural progenitor cell
neuronal	neuronal	CL:0000540	neuron
neuronal cell	neuronal cell	CL:0000540	neuron
oligodendrocytes	oligodendrocyte	CL:0000128	oligodendrocyte
oligodendrocytes	oligodendrocyte	CL:0000128	oligodendrocyte
progenitor	progenitor	CL:0011026	progenitor cell
progenitor	progenitor	CL:0011026	progenitor cell
HSCLT	long-term hematopoietic stem cell	CL:0002034	long term hematopoietic stem cell
HSCLT	HSCLT	NO MATCH found	
HSCST	short-term hematopoietic stem cell	CL:0002033	short term hematopoietic stem cell
HSCST	HSCST	NO MATCH found	
LSK	Lin-Sca-1+ c-Kit+	CL:0001008	Kit and Sca1-positive hematopoietic stem cell
LSK	LSK	CL:0001008	Kit and Sca1-positive hematopoietic stem cell
Lin-Sca-1 + c-Kit +	Lin-Sca-1+ c-Kit+	CL:0001008	Kit and Sca1-positive hematopoietic stem cell
Lin-Sca-1 + c-Kit +	Lin-Sca-1 + c-Kit +	CL:0001008	Kit and Sca1-positive hematopoietic stem cell
MPPs	multipotent progenitor	CL:0000837	hematopoietic multipotent progenitor cell
MPPs	MPP	CL:0000837	hematopoietic multipotent progenitor cell
Proerythroblasts	proerythroblast	CL:0000547	proerythroblast
Proerythroblasts	proerythroblast	CL:0000547	proerythroblast
basophilic erythroblasts	basophilic erythroblast	CL:0000549	basophilic erythroblast
basophilic erythroblasts	basophilic erythroblast	CL:0000549	basophilic erythroblast
erythroblasts	erythroblast	CL:0000765	erythroblast
erythroblasts	erythroblast	CL:0000765	erythroblast
erythroid	erythroid	CL:0000764	erythroid lineage cell
erythroid progenitors	erythroid progenitor	CL:0000038	erythroid progenitor cell
erythroid progenitors	erythroid progenitor	CL:0000038	erythroid progenitor cell
long-term HSCs	long-term hematopoietic stem cell	CL:0002034	long term hematopoietic stem cell
long-term HSCs	long-term HSC	CL:0002034	long term hematopoietic stem cell
multipotent progenitors	multipotent progenitor	CL:0000837	hematopoietic multipotent progenitor cell
multipotent progenitors	multipotent progenitor	CL:0000837	hematopoietic multipotent progenitor cell
orthochromatic erythroblasts	orthochromatic erythroblast	CL:0000552	orthochromatic erythroblast
orthochromatic erythroblasts	orthochromatic erythroblast	CL:0000552	orthochromatic erythroblast
polychromatic erythroblasts	polychromatic erythroblast	CL:0000550	polychromatophilic erythroblast
polychromatic erythroblasts	polychromatic erythroblast	CL:0000550	polychromatophilic erythroblast
short-term HSCs	short-term hematopoietic stem cell	CL:0002033	short term hematopoietic stem cell
short-term HSCs	short-term HSC	CL:0002033	short term hematopoietic stem cell
CECs	corneal endothelial cell	CL:0000132	corneal endothelial cell
CECs	CEC	CL:0000132	corneal endothelial cell
mesenchymal stem cell	mesenchymal stem cell	CL:0000134	mesenchymal stem cell
mesenchymal stem cell	mesenchymal stem cell	CL:0000134	mesenchymal stem cell
stem cell	stem cell	CL:0000034	stem cell
stem cell	stem cell	CL:0000034	stem cell
stem cells	stem cell	CL:0000034	stem cell
stem cells	stem cell	CL:0000034	stem cell
small-intestine epithelial cells	small-intestine epithelial cell	CL:0002254	epithelial cell of small intestine
small-intestine epithelial cells	small-intestine epithelial cell	CL:0002254	epithelial cell of small intestine
B cells	B cell	CL:0000236	B cell
B cells	B cell	CL:0000236	B cell
NK/T cells	natural killer/T cell	CL:0000814	mature NK T cell
NK/T cells	NK/T cell	CL:0000814	mature NK T cell
endothelial cells	endothelial cell	CL:0000115	endothelial cell
endothelial cells	endothelial cell	CL:0000115	endothelial cell
mast cells	mast cell	CL:0000097	mast cell
mast cells	mast cell	CL:0000097	mast cell
monocytes	monocyte	CL:0000576	monocyte
monocytes	monocyte	CL:0000576	monocyte
myeloid cells	myeloid cell	CL:0000763	myeloid cell
myeloid cells	myeloid cell	CL:0000763	myeloid cell
osteoblastic cells	osteoblastic cell	CL:0000062	osteoblast
osteoblastic cells	osteoblastic cell	CL:0000062	osteoblast
osteoclasts	osteoclast	CL:0000092	osteoclast
osteoclasts	osteoclast	CL:0000092	osteoclast
plasma cells	plasma cell	CL:0000786	plasma cell
plasma cells	plasma cell	CL:0000786	plasma cell
endocrine	endocrine cell	CL:0000163	endocrine cell
endocrine	endocrine	CL:0000163	endocrine cell
endocrine and exocrine cells	endocrine and exocrine pancreatic cell	NO MATCH found	
endocrine and exocrine cells	endocrine and exocrine cell	NO MATCH found	
exocrine acinar cells	acinar cell of the exocrine pancreas	CL:0002064	pancreatic acinar cell
exocrine acinar cells	exocrine acinar cell	CL:0000622	acinar cell
exocrine cells	exocrine pancreatic cell	CL:1001599	pancreas exocrine glandular cell
exocrine cells	exocrine cell	CL:0000152	exocrine cell
islet cells	Langerhans islet cell	CL:0008024	pancreatic endocrine cell
islet cells	islet cell	CL:0008024	pancreatic endocrine cell
pit	pit	NO MATCH found	
pit cells	central cell	NO MATCH found	
pit cells	pit cell	CL:2000054	hepatic pit cell
endocrine cells	endocrine cell	CL:0000163	endocrine cell
endocrine cells	endocrine cell	CL:0000163	endocrine cell
gastric epithelial cells	human gastric corpus epithelial cell	CL:0002178	epithelial cell of stomach
gastric epithelial cells	gastric epithelial cell	CL:0002178	epithelial cell of stomach
gastric progenitor	gastric progenitor cell	CL:0002183	stem cell of gastric gland
gastric progenitor	gastric progenitor	CL:0002183	stem cell of gastric gland
gastric progenitor cells	gastric progenitor cell	CL:0002183	stem cell of gastric gland
gastric progenitor cells	gastric progenitor cell	CL:0002183	stem cell of gastric gland
gastric stem cells	gastric stem cell	CL:0002183	stem cell of gastric gland
gastric stem cells	gastric stem cell	CL:0002183	stem cell of gastric gland
neck and endocrine cells	mucous neck cell and endocrine cell	NO MATCH found	
neck and endocrine cells	neck and endocrine cell	NO MATCH found	
neck cells	mucous neck cell	CL:0002181	mucous neck cell of gastric gland
neck cells	neck cell	CL:0002181	mucous neck cell of gastric gland
parietal cells	parietal/oxyntic cell	CL:0000162	parietal cell
parietal cells	parietal cell	CL:0000162	parietal cell
progenitor	progenitor cell	CL:0011026	progenitor cell
progenitor	progenitor	CL:0011026	progenitor cell
MDSC	Myeloid-Derived Suppressor Cell	CL:0000889	myeloid suppressor cell
MDSC	MDSC	CL:0000889	myeloid suppressor cell
Myeloid-Derived Suppressor Cells	Myeloid-Derived Suppressor Cell	CL:0000889	myeloid suppressor cell
Myeloid-Derived Suppressor Cells	Myeloid-Derived Suppressor Cell	CL:0000889	myeloid suppressor cell
interneuron	GABAergic interneuron	CL:0011005	GABAergic interneuron
interneuron	interneuron	CL:0000099	interneuron
pyramidal	pyramidal neuron	CL:0000598	pyramidal neuron
pyramidal	pyramidal	CL:0000598	pyramidal neuron
Inactive Treg cells	Inactive regulatory T cell	CL:0000815	regulatory T cell
Inactive Treg cells	Inactive Treg cell	CL:0000815	regulatory T cell
Treg	Regulatory T cell	CL:0000815	regulatory T cell
Treg	Treg	CL:0000815	regulatory T cell
Treg cells	Regulatory T cell	CL:0000815	regulatory T cell
Treg cells	Treg cell	CL:0000815	regulatory T cell
bronchoalveolar macrophage	bronchoalveolar macrophage	CL:0000583	alveolar macrophage
bronchoalveolar macrophage	bronchoalveolar macrophage	CL:0000583	alveolar macrophage
CMCs	beating cardiomyocyte	CL:0000746	cardiac muscle cell
CMCs	CMC	CL:0000746	cardiac muscle cell
cardiac	cardiac	CL:0000746	cardiac muscle cell
cardiomyocytes	cardiomyocyte	CL:0000746	cardiac muscle cell
cardiomyocytes	cardiomyocyte	CL:0000746	cardiac muscle cell
sickle and normal cells	sickled red blood cell and normal red blood cell	CL:0000232	erythrocyte
sickle and normal cells	sickle and normal cell	CL:0000232	erythrocyte
fibroblast	fibroblast	CL:0000057	fibroblast
fibroblast	fibroblast	CL:0000057	fibroblast
M2 than M1 human macrophages	M2-like human macrophage	CL:0000890	alternatively activated macrophage
M2 than M1 human macrophages	M2 than M1 human macrophage	CL:0000235	macrophage
AST	Astrocyte	CL:0000127	astrocyte
AST	AST	CL:0000127	astrocyte
Astrocytes	Astrocyte	CL:0000127	astrocyte
Astrocytes	Astrocyte	CL:0000127	astrocyte
BG	Bergman glial cell	CL:0000644	Bergmann glial cell
BG	BG	CL:0000644	Bergmann glial cell
Bergman Glia	Bergman glial cell	CL:0000644	Bergmann glial cell
Bergman Glia	Bergman glial cell	CL:0000644	Bergmann glial cell
CGE	Caudal Ganglionic Eminence	CL:4042039	caudal ganglionic eminence derived neuron
CGE	CGE	CL:4042039	caudal ganglionic eminence derived neuron
Caudal Ganglionic Eminescence	Caudal Ganglionic Eminescence	CL:4042039	caudal ganglionic eminence derived neuron
ENDO	Endothelial cell	CL:0000115	endothelial cell
ENDO	ENDO	CL:0000115	endothelial cell
Endothelial cells	Endothelial cell	CL:0000115	endothelial cell
Endothelial cells	Endothelial cell	CL:0000115	endothelial cell
GC	Granule Cell	CL:0000120	granule cell
GC	GC	CL:0000120	granule cell
GP	Granule cell Progenitor	CL:0002362	cerebellar granule cell precursor
GP	GP	CL:0002362	cerebellar granule cell precursor
Granule Cell	Granule Cell	CL:0000120	granule cell
Granule Cell	Granule Cell	CL:0000120	granule cell
Granule cell Progenitor	Granule cell Progenitor	CL:0002362	cerebellar granule cell precursor
Granule cell Progenitor	Granule cell Progenitor	CL:0002362	cerebellar granule cell precursor
MG	Muller glial cell	CL:0000636	Mueller cell
MG	MG	CL:0000636	Mueller cell
MGE	Medial Ganglionic Eminence	CL:4023063	medial ganglionic eminence derived interneuron
MGE	MGE	CL:4023063	medial ganglionic eminence derived interneuron
MGL	microglial cell	CL:0000129	microglial cell
MGL	MGL	CL:0000129	microglial cell
Medial Ganglionic Eminence	Medial Ganglionic Eminence	CL:4023063	medial ganglionic eminence derived interneuron
Microglia	microglial cell	CL:0000129	microglial cell
Microglia	microglial cell	CL:0000129	microglial cell
Muller Glia	Muller glial cell	CL:0000636	Mueller cell
Muller Glia	Muller glial cell	CL:0000636	Mueller cell
OL	Oligodendrocyte	CL:0000128	oligodendrocyte
OL	OL	CL:0000128	oligodendrocyte
OPC	Oligodendrocyte Precursor Cell	CL:0002453	oligodendrocyte precursor cell
OPC	OPC	CL:0002453	oligodendrocyte precursor cell
Oligodendrocyte	Oligodendrocyte	CL:0000128	oligodendrocyte
Oligodendrocyte	Oligodendrocyte	CL:0000128	oligodendrocyte
Oligodendrocyte Precursor Cells	Oligodendrocyte Precursor Cell	CL:0002453	oligodendrocyte precursor cell
Oligodendrocyte Precursor Cells	Oligodendrocyte Precursor Cell	CL:0002453	oligodendrocyte precursor cell
PURK	Purkinje cell	CL:0000121	Purkinje cell
PURK	PURK	CL:0000121	Purkinje cell
Purkinje cells	Purkinje cell	CL:0000121	Purkinje cell
Purkinje cells	Purkinje cell	CL:0000121	Purkinje cell
oligodendrocytes	oligodendrocyte	CL:0000128	oligodendrocyte
oligodendrocytes	oligodendrocyte	CL:0000128	oligodendrocyte
pancreatic islet cells	pancreatic islet cell	CL:0008024	pancreatic endocrine cell
pancreatic islet cells	pancreatic islet cell	CL:0008024	pancreatic endocrine cell
oocyte	oocyte	CL:0000023	oocyte
oocyte	oocyte	CL:0000023	oocyte
oocytes	oocyte	CL:0000023	oocyte
oocytes	oocyte	CL:0000023	oocyte
oocyte	oocyte	CL:0000023	oocyte
oocyte	oocyte	CL:0000023	oocyte
Muller cells	Müller cell	CL:0000636	Mueller cell
Muller cells	Muller cell	CL:0000636	Mueller cell
Muller glia	Müller glial cell	CL:0000636	Mueller cell
Muller glia	Muller glial cell	CL:0000636	Mueller cell
RPE	retinal pigment epithelium	CL:0002586	retinal pigment epithelial cell
RPE	RPE	CL:0002586	retinal pigment epithelial cell
photoreceptor	photoreceptor cell	CL:0000210	photoreceptor cell
photoreceptor	photoreceptor	CL:0000210	photoreceptor cell
retinal pigment epithelium	retinal pigment epithelium	CL:0002586	retinal pigment epithelial cell
retinal pigment epithelium	retinal pigment epithelium	CL:0002586	retinal pigment epithelial cell
B cell	B cell	CL:0000236	B cell
B cell	B cell	CL:0000236	B cell
B1	type 1 B cell	CL:0000819	B-1 B cell
B1	B1	CL:0000819	B-1 B cell
B1 cells	type 1 B cell	CL:0000819	B-1 B cell
B1 cells	B1 cell	CL:0000819	B-1 B cell
B2	type 2 B cell	CL:0000822	B-2 B cell
B2	B2	CL:0000822	B-2 B cell
B2 cells	type 2 B cell	CL:0000822	B-2 B cell
B2 cells	B2 cell	CL:0000822	B-2 B cell
CD3-expressing T cells	CD3-expressing T cell	CL:0000084	T cell
CD3-expressing T cells	CD3-expressing T cell	CL:0000084	T cell
CD4+ T cells	CD4+ T cell	CL:0000624	CD4-positive, alpha-beta T cell
CD4+ T cells	CD4+ T cell	CL:0000624	CD4-positive, alpha-beta T cell
