author_cell_type	CL_label	CL_ID	reference	dataset_version
Descending Thin Limb Cell Type 2	kidney loop of Henle thin descending limb epithelial cell	CL:1001111	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
Neutrophil	neutrophil	CL:0000775	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
Podocyte	podocyte	CL:0000653	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
Ascending Thin Limb Cell	kidney loop of Henle thin ascending limb epithelial cell	CL:1001107	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
Descending Thin Limb Cell Type 1	kidney loop of Henle thin descending limb epithelial cell	CL:1001111	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
Monocyte-derived Cell	mononuclear phagocyte	CL:0000113	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
Cortical Collecting Duct Principal Cell	kidney collecting duct principal cell	CL:1001431	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
Peritubular Capilary Endothelial Cell	endothelial cell	CL:0000115	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
Proximal Tubule Epithelial Cell Segment 1 / Segment 2	epithelial cell of proximal tubule	CL:0002306	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
Proximal Tubule Epithelial Cell Segment 3	epithelial cell of proximal tubule	CL:0002306	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
Cortical Thick Ascending Limb Cell	kidney loop of Henle thick ascending limb epithelial cell	CL:1001106	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
Outer Medullary Collecting Duct Principal Cell	kidney collecting duct principal cell	CL:1001431	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
Fibroblast	kidney interstitial fibroblast	CL:1000692	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
Degenerative Outer Medullary Collecting Duct Principal Cell	kidney collecting duct principal cell	CL:1001431	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
T Cell	T cell	CL:0000084	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
Plasma Cell	plasma cell	CL:0000786	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
Connecting Tubule Principal Cell	kidney connecting tubule epithelial cell	CL:1000768	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
Distal Convoluted Tubule Cell Type 1	kidney distal convoluted tubule epithelial cell	CL:1000849	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
Degenerative Fibroblast	kidney interstitial fibroblast	CL:1000692	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
Degenerative Cortical Thick Ascending Limb Cell	kidney loop of Henle thick ascending limb epithelial cell	CL:1001106	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
Vascular Smooth Muscle Cell	renal interstitial pericyte	CL:1001318	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
Schwann Cell / Neural	neural cell	CL:0002319	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
Descending Thin Limb Cell Type 3	kidney loop of Henle thin descending limb epithelial cell	CL:1001111	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
Glomerular Capillary Endothelial Cell	endothelial cell	CL:0000115	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
Vascular Smooth Muscle Cell / Pericyte	renal interstitial pericyte	CL:1001318	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
Cycling Mononuclear Phagocyte	mononuclear phagocyte	CL:0000113	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
Myofibroblast	kidney interstitial fibroblast	CL:1000692	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
Degenerative Peritubular Capilary Endothelial Cell	endothelial cell	CL:0000115	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
Non-classical Monocyte	non-classical monocyte	CL:0000875	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
Cycling Endothelial Cell	endothelial cell	CL:0000115	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
Classical Dendritic Cell	conventional dendritic cell	CL:0000990	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
Lymphatic Endothelial Cell	endothelial cell	CL:0000115	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
Distal Convoluted Tubule Cell Type 2	kidney distal convoluted tubule epithelial cell	CL:1000849	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
Mesangial Cell	renal interstitial pericyte	CL:1001318	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
Intercalated Cell Type B	kidney collecting duct intercalated cell	CL:1001432	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
Connecting Tubule Cell	kidney connecting tubule epithelial cell	CL:1000768	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
Mast Cell	mast cell	CL:0000097	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
Degenerative Vascular Smooth Muscle Cell	renal interstitial pericyte	CL:1001318	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
Degenerative Ascending Thin Limb Cell	kidney loop of Henle thin ascending limb epithelial cell	CL:1001107	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
Renin-positive Juxtaglomerular Granular Cell	renal interstitial pericyte	CL:1001318	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
B Cell	B cell	CL:0000236	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
Degenerative Cortical Intercalated Cell Type A	kidney collecting duct intercalated cell	CL:1001432	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
Degenerative Connecting Tubule Cell	kidney connecting tubule epithelial cell	CL:1000768	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
Adaptive / Maladaptive / Repairing Fibroblast	kidney interstitial fibroblast	CL:1000692	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
Parietal Epithelial Cell	parietal epithelial cell	CL:1000452	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
Cycling Connecting Tubule Cell	kidney connecting tubule epithelial cell	CL:1000768	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
Degenerative Inner Medullary Collecting Duct Cell	kidney collecting duct principal cell	CL:1001431	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
Inner Medullary Collecting Duct Cell	kidney collecting duct principal cell	CL:1001431	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
Degenerative Endothelial Cell	endothelial cell	CL:0000115	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
Degenerative Medullary Fibroblast	kidney interstitial fibroblast	CL:1000692	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
Connecting Tubule Intercalated Cell Type A	kidney collecting duct intercalated cell	CL:1001432	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
Cycling Distal Convoluted Tubule Cell	kidney distal convoluted tubule epithelial cell	CL:1000849	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
Degenerative Podocyte	podocyte	CL:0000653	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
Plasmacytoid Dendritic Cell	plasmacytoid dendritic cell, human	CL:0001058	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
Degenerative Descending Thin Limb Cell Type 3	kidney loop of Henle thin descending limb epithelial cell	CL:1001111	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
Degenerative Distal Convoluted Tubule Cell	kidney distal convoluted tubule epithelial cell	CL:1000849	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
Cycling Myofibroblast	kidney interstitial fibroblast	CL:1000692	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
Papillary Tip Epithelial Cell	papillary tips cell	CL:1000597	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
Cycling Natural Killer Cell / Natural Killer T Cell	lymphocyte	CL:0000542	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
PT	epithelial cell of proximal tubule	CL:0002306	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
FIB	kidney interstitial fibroblast	CL:1000692	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
TAL	kidney loop of Henle thick ascending limb epithelial cell	CL:1001106	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
IMM	lymphocyte	CL:0000542	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
IC	kidney collecting duct intercalated cell	CL:1001432	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
EC	endothelial cell	CL:0000115	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
IMM	kidney interstitial alternatively activated macrophage	CL:1000695	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
DTL	kidney loop of Henle thin descending limb epithelial cell	CL:1001111	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
IMM	neutrophil	CL:0000775	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
POD	podocyte	CL:0000653	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
ATL	kidney loop of Henle thin ascending limb epithelial cell	CL:1001107	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
IMM	mononuclear phagocyte	CL:0000113	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
PC	kidney collecting duct principal cell	CL:1001431	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
IMM	T cell	CL:0000084	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
IMM	plasma cell	CL:0000786	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
CNT	kidney connecting tubule epithelial cell	CL:1000768	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
DCT	kidney distal convoluted tubule epithelial cell	CL:1000849	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
VSM/P	renal interstitial pericyte	CL:1001318	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
NEU	neural cell	CL:0002319	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
IMM	non-classical monocyte	CL:0000875	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
IMM	conventional dendritic cell	CL:0000990	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
IMM	mast cell	CL:0000097	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
IMM	B cell	CL:0000236	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
PEC	parietal epithelial cell	CL:1000452	https://doi.org/10.1038/s41586-023-05769-3	https://datasets.cellxgene.cziscience.com/3f2bf1e8-75a6-4fa2-9f79-dd6bb54529a0.h5ad
