annotation_text	cl_id	cl_label	article_id_doi	dataset_name	enrichment	grounding_cl_id	grounding_cl_label	result
Macrophage	CL:0009038	colon macrophage	DOI:10.1038/s41590-020-0602-z	2872f4b0-b171-46e2-abc6-befcf6de6306_cxg_dataset_unique	{'name': 'Macrophage', 'full_name': 'macrophage', 'paper_synonyms': None, 'tissue_context': ''}	CL:0000235	macrophage	FALSE
Mast	CL:0000097	mast cell	DOI:10.1038/s41590-020-0602-z	2872f4b0-b171-46e2-abc6-befcf6de6306_cxg_dataset_unique	{'name': 'Mast', 'full_name': 'mast cell', 'paper_synonyms': '', 'tissue_context': ''}	CL:0000097	mast cell	TRUE
Monocyte	CL:0000576	monocyte	DOI:10.1038/s41590-020-0602-z	2872f4b0-b171-46e2-abc6-befcf6de6306_cxg_dataset_unique	{'name': 'Monocyte', 'full_name': 'monocyte', 'paper_synonyms': None, 'tissue_context': ''}	CL:0000576	monocyte	TRUE
NK	CL:0000623	natural killer cell	DOI:10.1038/s41590-020-0602-z	2872f4b0-b171-46e2-abc6-befcf6de6306_cxg_dataset_unique	{'name': 'NK', 'full_name': 'natural killer cells', 'paper_synonyms': 'NK cells', 'tissue_context': ''}	CL:0000623	natural killer cell	TRUE
Tcm	CL:0000813	memory T cell	DOI:10.1038/s41590-020-0602-z	2872f4b0-b171-46e2-abc6-befcf6de6306_cxg_dataset_unique	{'name': 'Tcm', 'full_name': 'central memory T cells', 'paper_synonyms': None, 'tissue_context': ''}	CL:0000813	memory T cell	TRUE
Tfh	CL:0002038	T follicular helper cell	DOI:10.1038/s41590-020-0602-z	2872f4b0-b171-46e2-abc6-befcf6de6306_cxg_dataset_unique	{'name': 'Tfh', 'full_name': 'follicular helper cells', 'paper_synonyms': None, 'tissue_context': ''}	CL:0002038	T follicular helper cell	TRUE
Th1	CL:0000545	T-helper 1 cell	DOI:10.1038/s41590-020-0602-z	2872f4b0-b171-46e2-abc6-befcf6de6306_cxg_dataset_unique	{'name': 'Th1', 'full_name': 'T helper 1 cells', 'paper_synonyms': 'TH1 cells', 'tissue_context': ''}	CL:0000545	T-helper 1 cell	TRUE
Th17	CL:0000899	T-helper 17 cell	DOI:10.1038/s41590-020-0602-z	2872f4b0-b171-46e2-abc6-befcf6de6306_cxg_dataset_unique	{'name': 'Th17', 'full_name': 'T helper 17 cell', 'paper_synonyms': 'TH17; T helper (TH) 17 cells', 'tissue_context': ''}	CL:0000899	T-helper 17 cell	TRUE
Treg	CL:0000815	regulatory T cell	DOI:10.1038/s41590-020-0602-z	2872f4b0-b171-46e2-abc6-befcf6de6306_cxg_dataset_unique	{'name': 'Treg', 'full_name': 'T regulatory cells', 'paper_synonyms': 'Treg cells; regulatory T cells', 'tissue_context': ''}	CL:0000815	regulatory T cell	TRUE
cDC1	CL:0000990	conventional dendritic cell	DOI:10.1038/s41590-020-0602-z	2872f4b0-b171-46e2-abc6-befcf6de6306_cxg_dataset_unique	{'name': 'cDC1', 'full_name': 'conventional dendritic cell 1', 'paper_synonyms': None, 'tissue_context': ''}	CL:0000990	conventional dendritic cell	TRUE
cDC2	CL:0000990	conventional dendritic cell	DOI:10.1038/s41590-020-0602-z	2872f4b0-b171-46e2-abc6-befcf6de6306_cxg_dataset_unique	{'name': 'cDC2', 'full_name': 'conventional dendritic cell 2', 'paper_synonyms': None, 'tissue_context': ''}	CL:0000990	conventional dendritic cell	TRUE
cycling DCs	CL:0000451	dendritic cell	DOI:10.1038/s41590-020-0602-z	2872f4b0-b171-46e2-abc6-befcf6de6306_cxg_dataset_unique	{'name': 'cycling DCs', 'full_name': 'cycling dendritic cells', 'paper_synonyms': None, 'tissue_context': ''}	CL:4033070	cycling dendritic cell	FALSE
cycling gd T	CL:0000798	gamma-delta T cell	DOI:10.1038/s41590-020-0602-z	2872f4b0-b171-46e2-abc6-befcf6de6306_cxg_dataset_unique	{'name': 'cycling gd T', 'full_name': 'cycling gammadelta T cell', 'paper_synonyms': 'gammadelta T cells', 'tissue_context': ''}	CL:4033072	cycling gamma-delta T cell	FALSE
gd T	CL:0000798	gamma-delta T cell	DOI:10.1038/s41590-020-0602-z	2872f4b0-b171-46e2-abc6-befcf6de6306_cxg_dataset_unique	{'name': 'gd T', 'full_name': 'gammadelta T cell', 'paper_synonyms': '', 'tissue_context': ''}	CL:0000798	gamma-delta T cell	TRUE
pDC	CL:0000784	plasmacytoid dendritic cell	DOI:10.1038/s41590-020-0602-z	2872f4b0-b171-46e2-abc6-befcf6de6306_cxg_dataset_unique	{'name': 'pDC', 'full_name': 'plasmacytoid DCs', 'paper_synonyms': 'pDCs', 'tissue_context': ''}	CL:0000784	plasmacytoid dendritic cell	TRUE
