annotation_text	cl_id	cl_label	article_id_doi	dataset_name	enrichment	grounding_cl_id	grounding_cl_label	result
C-PC	CL:1001431	kidney collecting duct principal cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'C-PC', 'full_name': 'cortical principal cell', 'paper_synonyms': None, 'tissue_context': ''}	CL:1000714	kidney cortex collecting duct principal cell	FALSE
C-TAL	CL:1001106	kidney loop of Henle thick ascending limb epithelial cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'C-TAL', 'full_name': 'cortical thick ascending limb', 'paper_synonyms': 'thick ascending limb (TAL)', 'tissue_context': ''}	CL:1001109	kidney loop of Henle cortical thick ascending limb epithelial cell	FALSE
CCD-IC-A	CL:1001432	kidney collecting duct intercalated cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'CCD-IC-A', 'full_name': 'cortical collecting duct intercalated cells', 'paper_synonyms': 'CCD; C-CD; IC; intercalated cells', 'tissue_context': ''}	CL:1000715	kidney cortex collecting duct intercalated cell	FALSE
CCD-PC	CL:1001431	kidney collecting duct principal cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'CCD-PC', 'full_name': 'cortical collecting duct principal cell', 'paper_synonyms': 'PC; principal cells; CCD; cortical collecting duct', 'tissue_context': ''}	CL:1000714	kidney cortex collecting duct principal cell	FALSE
CNT	CL:1000768	kidney connecting tubule epithelial cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'CNT', 'full_name': 'connecting tubule', 'paper_synonyms': None, 'tissue_context': ''}	CL:1000768	kidney connecting tubule epithelial cell	TRUE
CNT-IC-A	CL:1001432	kidney collecting duct intercalated cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'CNT-IC-A', 'full_name': 'connecting tubule intercalated cell', 'paper_synonyms': 'CNT-IC; IC; CNT', 'tissue_context': ''}	CL:4030019	kidney connecting tubule intercalated cell	FALSE
CNT-PC	CL:1000768	kidney connecting tubule epithelial cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'CNT-PC', 'full_name': 'connecting tubule principal cell', 'paper_synonyms': 'PC; principal cells; CNT; connecting tubules', 'tissue_context': ''}	CL:4030018	kidney connecting tubule principal cell	FALSE
Classical Dendritic Cell	CL:0000990	conventional dendritic cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Classical Dendritic Cell', 'full_name': 'Classical Dendritic Cell', 'paper_synonyms': 'cDC', 'tissue_context': ''}	CL:0000990	conventional dendritic cell	TRUE
Connecting Tubule Cell	CL:1000768	kidney connecting tubule epithelial cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Connecting Tubule Cell', 'full_name': 'connecting tubule cell', 'paper_synonyms': 'CNT', 'tissue_context': ''}	CL:1000768	kidney connecting tubule epithelial cell	TRUE
Connecting Tubule Intercalated Cell Type A	CL:1001432	kidney collecting duct intercalated cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Connecting Tubule Intercalated Cell Type A', 'full_name': 'connecting tubule intercalated cell', 'paper_synonyms': 'CNT-IC; IC', 'tissue_context': ''}	CL:4030019	kidney connecting tubule intercalated cell	FALSE
Connecting Tubule Principal Cell	CL:1000768	kidney connecting tubule epithelial cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Connecting Tubule Principal Cell', 'full_name': 'Connecting tubule principal cell', 'paper_synonyms': 'CNT-PC', 'tissue_context': ''}	CL:4030018	kidney connecting tubule principal cell	FALSE
Cortical Collecting Duct Intercalated Cell Type A	CL:1001432	kidney collecting duct intercalated cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Cortical Collecting Duct Intercalated Cell Type A', 'full_name': 'cortical collecting duct intercalated cell', 'paper_synonyms': 'CCD; IC; C-CD', 'tissue_context': ''}	CL:1000715	kidney cortex collecting duct intercalated cell	FALSE
Cortical Collecting Duct Principal Cell	CL:1001431	kidney collecting duct principal cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Cortical Collecting Duct Principal Cell', 'full_name': 'cortical collecting duct principal cell', 'paper_synonyms': 'PC; C-PC', 'tissue_context': ''}	CL:1000714	kidney cortex collecting duct principal cell	FALSE
Cortical Thick Ascending Limb Cell	CL:1001106	kidney loop of Henle thick ascending limb epithelial cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Cortical Thick Ascending Limb Cell', 'full_name': 'Cortical thick ascending limb cell', 'paper_synonyms': 'C-TAL; cortical TAL', 'tissue_context': ''}	CL:1001109	kidney loop of Henle cortical thick ascending limb epithelial cell	FALSE
Cycling Connecting Tubule Cell	CL:1000768	kidney connecting tubule epithelial cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Cycling Connecting Tubule Cell', 'full_name': 'cycling connecting tubule cell', 'paper_synonyms': 'CNT', 'tissue_context': ''}	CL:1000768	kidney connecting tubule epithelial cell	TRUE
Cycling Distal Convoluted Tubule Cell	CL:1000849	kidney distal convoluted tubule epithelial cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Cycling Distal Convoluted Tubule Cell', 'full_name': 'cycling distal convoluted tubule cell', 'paper_synonyms': 'DCT; Cyc', 'tissue_context': ''}	CL:1000849	kidney distal convoluted tubule epithelial cell	TRUE
Cycling Endothelial Cell	CL:0000115	endothelial cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Cycling Endothelial Cell', 'full_name': 'Cycling Endothelial Cell', 'paper_synonyms': None, 'tissue_context': ''}	CL:0000115	endothelial cell	TRUE
Cycling Mononuclear Phagocyte	CL:0000113	mononuclear phagocyte	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Cycling Mononuclear Phagocyte', 'full_name': 'cycling mononuclear phagocyte', 'paper_synonyms': 'cycMNP', 'tissue_context': ''}	CL:4033078	cycling mononuclear phagocyte	FALSE
Cycling Myofibroblast	CL:1000692	kidney interstitial fibroblast	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Cycling Myofibroblast', 'full_name': 'Cycling myofibroblast', 'paper_synonyms': 'cycMyoF', 'tissue_context': ''}	CL:0000186	myofibroblast cell	FALSE
Cycling Natural Killer Cell / Natural Killer T Cell	CL:0000542	lymphocyte	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Cycling Natural Killer Cell / Natural Killer T Cell', 'full_name': 'Cycling natural killer cell / natural killer T cell', 'paper_synonyms': 'NKT', 'tissue_context': ''}	CL:4033071	cycling natural killer cell	FALSE
Cycling Proximal Tubule Epithelial Cell	CL:0002306	epithelial cell of proximal tubule	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Cycling Proximal Tubule Epithelial Cell', 'full_name': 'Cycling Proximal Tubule Epithelial Cell', 'paper_synonyms': 'PT; Cyc', 'tissue_context': ''}	CL:0002306	epithelial cell of proximal tubule	TRUE
DCT	CL:1000849	kidney distal convoluted tubule epithelial cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'DCT', 'full_name': 'distal convoluted tubule', 'paper_synonyms': None, 'tissue_context': ''}	CL:1000849	kidney distal convoluted tubule epithelial cell	TRUE
DCT1	CL:1000849	kidney distal convoluted tubule epithelial cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'DCT1', 'full_name': 'distal convoluted tubule cell (type 1)', 'paper_synonyms': 'DCT; distal convoluted tubule', 'tissue_context': ''}	CL:4030016	epithelial cell of early distal convoluted tubule	FALSE
DCT2	CL:1000849	kidney distal convoluted tubule epithelial cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'DCT2', 'full_name': 'distal convoluted tubule cell 2', 'paper_synonyms': 'DCT', 'tissue_context': ''}	CL:4030017	epithelial cell of late distal convoluted tubule	FALSE
DTL	CL:1001111	kidney loop of Henle thin descending limb epithelial cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'DTL', 'full_name': 'descending thin limb', 'paper_synonyms': None, 'tissue_context': ''}	CL:1001111	kidney loop of Henle thin descending limb epithelial cell	TRUE
DTL1	CL:1001111	kidney loop of Henle thin descending limb epithelial cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'DTL1', 'full_name': 'descending thin limb cell type 1', 'paper_synonyms': None, 'tissue_context': ''}	CL:1001111	kidney loop of Henle thin descending limb epithelial cell	TRUE
DTL2	CL:1001111	kidney loop of Henle thin descending limb epithelial cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'DTL2', 'full_name': 'descending thin limb 2', 'paper_synonyms': 'DTL', 'tissue_context': ''}	CL:1001111	kidney loop of Henle thin descending limb epithelial cell	TRUE
DTL3	CL:1001111	kidney loop of Henle thin descending limb epithelial cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'DTL3', 'full_name': 'descending thin limb 3', 'paper_synonyms': 'descending thin limb; DTL', 'tissue_context': ''}	CL:1001111	kidney loop of Henle thin descending limb epithelial cell	TRUE
Degenerative Ascending Thin Limb Cell	CL:1001107	kidney loop of Henle thin ascending limb epithelial cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Degenerative Ascending Thin Limb Cell', 'full_name': 'degenerative ascending thin limb (ATL) cell', 'paper_synonyms': 'ATL', 'tissue_context': ''}	CL:1001107	kidney loop of Henle thin ascending limb epithelial cell	TRUE
Degenerative Connecting Tubule Cell	CL:1000768	kidney connecting tubule epithelial cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Degenerative Connecting Tubule Cell', 'full_name': 'degenerative connecting tubule (CNT) cell', 'paper_synonyms': 'CNT', 'tissue_context': ''}	CL:1000768	kidney connecting tubule epithelial cell	TRUE
Degenerative Cortical Intercalated Cell Type A	CL:1001432	kidney collecting duct intercalated cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Degenerative Cortical Intercalated Cell Type A', 'full_name': 'degenerative cortical intercalated cell type A', 'paper_synonyms': 'IC; intercalated cells', 'tissue_context': ''}	CL:0005011	renal alpha-intercalated cell	FALSE
Degenerative Cortical Thick Ascending Limb Cell	CL:1001106	kidney loop of Henle thick ascending limb epithelial cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Degenerative Cortical Thick Ascending Limb Cell', 'full_name': 'degenerative cortical thick ascending limb cell', 'paper_synonyms': 'C-TAL; TAL', 'tissue_context': ''}	CL:1001109	kidney loop of Henle cortical thick ascending limb epithelial cell	FALSE
Degenerative Descending Thin Limb Cell Type 3	CL:1001111	kidney loop of Henle thin descending limb epithelial cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Degenerative Descending Thin Limb Cell Type 3', 'full_name': 'Degenerative descending thin limb cell type 3', 'paper_synonyms': 'DTL3; DTL', 'tissue_context': ''}	CL:1001111	kidney loop of Henle thin descending limb epithelial cell	TRUE
Degenerative Distal Convoluted Tubule Cell	CL:1000849	kidney distal convoluted tubule epithelial cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Degenerative Distal Convoluted Tubule Cell', 'full_name': 'Degenerative distal convoluted tubule cell', 'paper_synonyms': 'DCT', 'tissue_context': ''}	CL:1000849	kidney distal convoluted tubule epithelial cell	TRUE
Degenerative Endothelial Cell	CL:0000115	endothelial cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Degenerative Endothelial Cell', 'full_name': 'degenerative endothelial cell', 'paper_synonyms': 'EC', 'tissue_context': ''}	CL:0000115	endothelial cell	TRUE
Degenerative Fibroblast	CL:1000692	kidney interstitial fibroblast	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Degenerative Fibroblast', 'full_name': 'degenerative fibroblast', 'paper_synonyms': 'FIB', 'tissue_context': ''}	CL:0000057	fibroblast	FALSE
Degenerative Inner Medullary Collecting Duct Cell	CL:1001431	kidney collecting duct principal cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Degenerative Inner Medullary Collecting Duct Cell', 'full_name': 'degenerative inner medullary collecting duct cell', 'paper_synonyms': 'IMCD', 'tissue_context': ''}	CL:1000547	kidney inner medulla collecting duct epithelial cell	FALSE
Degenerative Medullary Fibroblast	CL:1000692	kidney interstitial fibroblast	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Degenerative Medullary Fibroblast', 'full_name': 'degenerative medullary fibroblast', 'paper_synonyms': 'FIB', 'tissue_context': ''}	CL:4030022	renal medullary fibroblast	FALSE
Degenerative Medullary Thick Ascending Limb Cell	CL:1001106	kidney loop of Henle thick ascending limb epithelial cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Degenerative Medullary Thick Ascending Limb Cell', 'full_name': 'Degenerative Medullary Thick Ascending Limb Cell', 'paper_synonyms': 'M-TAL; TAL', 'tissue_context': ''}	CL:1001108	kidney loop of Henle medullary thick ascending limb epithelial cell	FALSE
Degenerative Outer Medullary Collecting Duct Principal Cell	CL:1001431	kidney collecting duct principal cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Degenerative Outer Medullary Collecting Duct Principal Cell', 'full_name': 'Degenerative outer medullary collecting duct principal cell', 'paper_synonyms': 'degenerative medullary principal cells; dM-PCs', 'tissue_context': ''}	CL:1000716	kidney outer medulla collecting duct principal cell	FALSE
Degenerative Peritubular Capilary Endothelial Cell	CL:0000115	endothelial cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Degenerative Peritubular Capilary Endothelial Cell', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:1001033	peritubular capillary endothelial cell	FALSE
Degenerative Podocyte	CL:0000653	podocyte	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Degenerative Podocyte', 'full_name': 'degenerative podocyte', 'paper_synonyms': 'POD', 'tissue_context': ''}	CL:0000653	podocyte	TRUE
Degenerative Proximal Tubule Epithelial Cell	CL:0002306	epithelial cell of proximal tubule	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Degenerative Proximal Tubule Epithelial Cell', 'full_name': 'degenerative proximal tubule epithelial cell', 'paper_synonyms': None, 'tissue_context': ''}	CL:0002306	epithelial cell of proximal tubule	TRUE
Degenerative Vascular Smooth Muscle Cell	CL:1001318	renal interstitial pericyte	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Degenerative Vascular Smooth Muscle Cell', 'full_name': 'degenerative vascular smooth muscle cell', 'paper_synonyms': 'VSMC; VSM/P', 'tissue_context': ''}	CL:0000359	vascular associated smooth muscle cell	FALSE
Descending Thin Limb Cell Type 1	CL:1001111	kidney loop of Henle thin descending limb epithelial cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Descending Thin Limb Cell Type 1', 'full_name': 'descending thin limb cell type 1 (DTL1)', 'paper_synonyms': 'DTL1', 'tissue_context': ''}	CL:1001111	kidney loop of Henle thin descending limb epithelial cell	TRUE
Descending Thin Limb Cell Type 2	CL:1001111	kidney loop of Henle thin descending limb epithelial cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Descending Thin Limb Cell Type 2', 'full_name': 'descending thin limb cell type 2', 'paper_synonyms': 'DTL2', 'tissue_context': ''}	CL:1001111	kidney loop of Henle thin descending limb epithelial cell	TRUE
Descending Thin Limb Cell Type 3	CL:1001111	kidney loop of Henle thin descending limb epithelial cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Descending Thin Limb Cell Type 3', 'full_name': 'descending thin limb cell type 3', 'paper_synonyms': 'DTL3; DTL', 'tissue_context': ''}	CL:1001111	kidney loop of Henle thin descending limb epithelial cell	TRUE
Descending Vasa Recta Endothelial Cell	CL:0000115	endothelial cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Descending Vasa Recta Endothelial Cell', 'full_name': 'endothelial cell of the descending vasa recta', 'paper_synonyms': 'EC-DVR', 'tissue_context': ''}	CL:1000892	kidney capillary endothelial cell	FALSE
Distal Convoluted Tubule Cell Type 1	CL:1000849	kidney distal convoluted tubule epithelial cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Distal Convoluted Tubule Cell Type 1', 'full_name': 'Distal convoluted tubule cell type 1', 'paper_synonyms': 'DCT1', 'tissue_context': ''}	CL:4030016	epithelial cell of early distal convoluted tubule	FALSE
Distal Convoluted Tubule Cell Type 2	CL:1000849	kidney distal convoluted tubule epithelial cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Distal Convoluted Tubule Cell Type 2', 'full_name': 'Distal Convoluted Tubule Cell Type 2', 'paper_synonyms': 'DCT2', 'tissue_context': ''}	CL:4030017	epithelial cell of late distal convoluted tubule	FALSE
EC	CL:0000115	endothelial cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'EC', 'full_name': 'endothelial cells', 'paper_synonyms': None, 'tissue_context': ''}	CL:0000115	endothelial cell	TRUE
EC-AEA	CL:0000115	endothelial cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'EC-AEA', 'full_name': 'endothelial cells of the afferent/efferent arterioles', 'paper_synonyms': 'AEA', 'tissue_context': ''}	CL:1000412	endothelial cell of arteriole	FALSE
EC-AVR	CL:0000115	endothelial cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'EC-AVR', 'full_name': 'endothelial cell, vasa recta', 'paper_synonyms': 'EC', 'tissue_context': ''}	CL:1000892	kidney capillary endothelial cell	FALSE
EC-DVR	CL:0000115	endothelial cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'EC-DVR', 'full_name': 'endothelial cells of the vasa recta', 'paper_synonyms': None, 'tissue_context': ''}	CL:1000892	kidney capillary endothelial cell	FALSE
EC-GC	CL:0000115	endothelial cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'EC-GC', 'full_name': 'glomerular capillary endothelial cell', 'paper_synonyms': 'glomerular capillaries; EC-GC', 'tissue_context': ''}	CL:1001005	glomerular capillary endothelial cell	FALSE
EC-LYM	CL:0000115	endothelial cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'EC-LYM', 'full_name': 'endothelial cells of the lymphatics', 'paper_synonyms': None, 'tissue_context': ''}	CL:0002138	endothelial cell of lymphatic vessel	FALSE
EC-PTC	CL:0000115	endothelial cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'EC-PTC', 'full_name': 'endothelial cell', 'paper_synonyms': None, 'tissue_context': ''}	CL:0000115	endothelial cell	TRUE
FIB	CL:1000692	kidney interstitial fibroblast	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'FIB', 'full_name': 'fibroblast', 'paper_synonyms': None, 'tissue_context': ''}	CL:0000057	fibroblast	FALSE
Fibroblast	CL:1000692	kidney interstitial fibroblast	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Fibroblast', 'full_name': 'Fibroblast', 'paper_synonyms': 'FIB', 'tissue_context': ''}	CL:0000057	fibroblast	FALSE
Glomerular Capillary Endothelial Cell	CL:0000115	endothelial cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Glomerular Capillary Endothelial Cell', 'full_name': 'glomerular capillaries', 'paper_synonyms': 'EC-GC', 'tissue_context': ''}	CL:1001005	glomerular capillary endothelial cell	FALSE
IC	CL:1001432	kidney collecting duct intercalated cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'IC', 'full_name': 'intercalated cells', 'paper_synonyms': None, 'tissue_context': ''}	CL:0005010	renal intercalated cell	FALSE
IC-B	CL:1001432	kidney collecting duct intercalated cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'IC-B', 'full_name': 'intercalated cells B', 'paper_synonyms': 'IC; intercalated cells', 'tissue_context': ''}	CL:0002201	renal beta-intercalated cell	FALSE
IMCD	CL:1001431	kidney collecting duct principal cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'IMCD', 'full_name': 'inner medullary collecting duct', 'paper_synonyms': None, 'tissue_context': ''}	CL:1000547	kidney inner medulla collecting duct epithelial cell	FALSE
