annotation_text	cl_id	cl_label	article_id_doi	dataset_name	enrichment	grounding_cl_id	grounding_cl_label	result
Macro	CL:0000235	macrophage	DOI:10.1073/pnas.2103240118	f801b7a9-80a6-4d09-9161-71474deb58ae_cxg_dataset_unique	{'name': 'Macro', 'full_name': 'macrophages', 'paper_synonyms': None, 'tissue_context': ''}	CL:0000235	macrophage	TRUE
Mesangial	CL:0000650	mesangial cell	DOI:10.1073/pnas.2103240118	f801b7a9-80a6-4d09-9161-71474deb58ae_cxg_dataset_unique	{'name': 'Mesangial', 'full_name': 'mesangial cells', 'paper_synonyms': 'Mesa', 'tissue_context': ''}	CL:0000650	mesangial cell	TRUE
Mono	CL:0000576	monocyte	DOI:10.1073/pnas.2103240118	f801b7a9-80a6-4d09-9161-71474deb58ae_cxg_dataset_unique	{'name': 'Mono', 'full_name': 'monocytes', 'paper_synonyms': None, 'tissue_context': ''}	CL:0000576	monocyte	TRUE
NKcell	CL:0000623	natural killer cell	DOI:10.1073/pnas.2103240118	f801b7a9-80a6-4d09-9161-71474deb58ae_cxg_dataset_unique	{'name': 'NKcell', 'full_name': 'natural killer cells', 'paper_synonyms': 'NK', 'tissue_context': ''}	CL:0000623	natural killer cell	TRUE
PC	CL:0005009	renal principal cell	DOI:10.1073/pnas.2103240118	f801b7a9-80a6-4d09-9161-71474deb58ae_cxg_dataset_unique	{'name': 'PC', 'full_name': 'principal cells', 'paper_synonyms': None, 'tissue_context': ''}	CL:0005009	renal principal cell	TRUE
PT-A	CL:0002306	epithelial cell of proximal tubule	DOI:10.1073/pnas.2103240118	f801b7a9-80a6-4d09-9161-71474deb58ae_cxg_dataset_unique	{'name': 'PT-A', 'full_name': 'proximal tubule cell A', 'paper_synonyms': None, 'tissue_context': ''}	CL:0002306	epithelial cell of proximal tubule	TRUE
PT-B	CL:0002306	epithelial cell of proximal tubule	DOI:10.1073/pnas.2103240118	f801b7a9-80a6-4d09-9161-71474deb58ae_cxg_dataset_unique	{'name': 'PT-B', 'full_name': 'proximal tubule B', 'paper_synonyms': None, 'tissue_context': ''}	CL:0002306	epithelial cell of proximal tubule	TRUE
PT-C	CL:0002306	epithelial cell of proximal tubule	DOI:10.1073/pnas.2103240118	f801b7a9-80a6-4d09-9161-71474deb58ae_cxg_dataset_unique	{'name': 'PT-C', 'full_name': 'proximal tubule C', 'paper_synonyms': None, 'tissue_context': ''}	CL:0002306	epithelial cell of proximal tubule	TRUE
Peri	CL:0000669	pericyte	DOI:10.1073/pnas.2103240118	f801b7a9-80a6-4d09-9161-71474deb58ae_cxg_dataset_unique	{'name': 'Peri', 'full_name': 'pericytes', 'paper_synonyms': None, 'tissue_context': ''}	CL:0000669	pericyte	TRUE
Podo	CL:0000653	podocyte	DOI:10.1073/pnas.2103240118	f801b7a9-80a6-4d09-9161-71474deb58ae_cxg_dataset_unique	{'name': 'Podo', 'full_name': 'podocytes', 'paper_synonyms': None, 'tissue_context': ''}	CL:0000653	podocyte	TRUE
TAL	CL:1001106	kidney loop of Henle thick ascending limb epithelial cell	DOI:10.1073/pnas.2103240118	f801b7a9-80a6-4d09-9161-71474deb58ae_cxg_dataset_unique	{'name': 'TAL', 'full_name': 'thick ascending limb', 'paper_synonyms': None, 'tissue_context': ''}	CL:1001106	kidney loop of Henle thick ascending limb epithelial cell	TRUE
Tcell	CL:0000084	T cell	DOI:10.1073/pnas.2103240118	f801b7a9-80a6-4d09-9161-71474deb58ae_cxg_dataset_unique	{'name': 'Tcell', 'full_name': 'T cells', 'paper_synonyms': None, 'tissue_context': ''}	CL:0000084	T cell	TRUE
UC	unknown	unknown	DOI:10.1073/pnas.2103240118	f801b7a9-80a6-4d09-9161-71474deb58ae_cxg_dataset_unique	{'name': 'UC', 'full_name': 'uncharacterized', 'paper_synonyms': None, 'tissue_context': ''}	NO MATCH found		FALSE
tAL	CL:1001106	kidney loop of Henle thick ascending limb epithelial cell	DOI:10.1073/pnas.2103240118	f801b7a9-80a6-4d09-9161-71474deb58ae_cxg_dataset_unique	{'name': 'tAL', 'full_name': 'thin ascending limb cells', 'paper_synonyms': None, 'tissue_context': ''}	CL:1001107	kidney loop of Henle thin ascending limb epithelial cell	FALSE
vSMC	CL:0000359	vascular associated smooth muscle cell	DOI:10.1073/pnas.2103240118	f801b7a9-80a6-4d09-9161-71474deb58ae_cxg_dataset_unique	{'name': 'vSMC', 'full_name': 'vascular smooth muscle cells', 'paper_synonyms': None, 'tissue_context': ''}	CL:0000359	vascular associated smooth muscle cell	TRUE
