annotation_text	cl_id	cl_label	article_id_doi	dataset_name	enrichment	grounding_cl_id	grounding_cl_label
Glial cells	CL:0000125	glial cell	DOI:10.1016/j.cell.2019.08.008	36c867a7-be10-4e69-9b39-5de12b0af6da_cxg_dataset_unique	{'name': 'Glial cells', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0000125	glial cell
Goblets	CL:1000326	ileal goblet cell	DOI:10.1016/j.cell.2019.08.008	36c867a7-be10-4e69-9b39-5de12b0af6da_cxg_dataset_unique	{'name': 'Goblets', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0000160	goblet cell
ILC	CL:0001065	innate lymphoid cell	DOI:10.1016/j.cell.2019.08.008	36c867a7-be10-4e69-9b39-5de12b0af6da_cxg_dataset_unique	{'name': 'ILC', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0001065	innate lymphoid cell
Immune cells	CL:0000786	plasma cell	DOI:10.1016/j.cell.2019.08.008	36c867a7-be10-4e69-9b39-5de12b0af6da_cxg_dataset_unique	{'name': 'Immune cells', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0000738	leukocyte
Immune cells	CL:0000789	alpha-beta T cell	DOI:10.1016/j.cell.2019.08.008	36c867a7-be10-4e69-9b39-5de12b0af6da_cxg_dataset_unique	{'name': 'Immune cells', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0000738	leukocyte
Immune cells	CL:0001065	innate lymphoid cell	DOI:10.1016/j.cell.2019.08.008	36c867a7-be10-4e69-9b39-5de12b0af6da_cxg_dataset_unique	{'name': 'Immune cells', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0000738	leukocyte
Immune cells	CL:0000236	B cell	DOI:10.1016/j.cell.2019.08.008	36c867a7-be10-4e69-9b39-5de12b0af6da_cxg_dataset_unique	{'name': 'Immune cells', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0000738	leukocyte
Immune cells	CL:0000113	mononuclear phagocyte	DOI:10.1016/j.cell.2019.08.008	36c867a7-be10-4e69-9b39-5de12b0af6da_cxg_dataset_unique	{'name': 'Immune cells', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0000738	leukocyte
Immune cells	CL:0000097	mast cell	DOI:10.1016/j.cell.2019.08.008	36c867a7-be10-4e69-9b39-5de12b0af6da_cxg_dataset_unique	{'name': 'Immune cells', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0000738	leukocyte
Lymphatics	CL:0002138	endothelial cell of lymphatic vessel	DOI:10.1016/j.cell.2019.08.008	36c867a7-be10-4e69-9b39-5de12b0af6da_cxg_dataset_unique	{'name': 'Lymphatics', 'full_name': '', 'paper_synonyms': '', 'tissue_context': ''}	CL:0002138	endothelial cell of lymphatic vessel
MNP	CL:0000113	mononuclear phagocyte	DOI:10.1016/j.cell.2019.08.008	36c867a7-be10-4e69-9b39-5de12b0af6da_cxg_dataset_unique	{'name': 'MNP', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0000113	mononuclear phagocyte
Mast cells	CL:0000097	mast cell	DOI:10.1016/j.cell.2019.08.008	36c867a7-be10-4e69-9b39-5de12b0af6da_cxg_dataset_unique	{'name': 'Mast cells', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0000097	mast cell
Paneth cells	CL:1000343	paneth cell of epithelium of small intestine	DOI:10.1016/j.cell.2019.08.008	36c867a7-be10-4e69-9b39-5de12b0af6da_cxg_dataset_unique	{'name': 'Paneth cells', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0000510	paneth cell
Pericytes	CL:0000669	pericyte	DOI:10.1016/j.cell.2019.08.008	36c867a7-be10-4e69-9b39-5de12b0af6da_cxg_dataset_unique	{'name': 'Pericytes', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0000669	pericyte
Plasma cells	CL:0000786	plasma cell	DOI:10.1016/j.cell.2019.08.008	36c867a7-be10-4e69-9b39-5de12b0af6da_cxg_dataset_unique	{'name': 'Plasma cells', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0000786	plasma cell
Progenitors	CL:0011026	progenitor cell	DOI:10.1016/j.cell.2019.08.008	36c867a7-be10-4e69-9b39-5de12b0af6da_cxg_dataset_unique	{'name': 'Progenitors', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0011026	progenitor cell
SM	CL:1000278	smooth muscle fiber of ileum	DOI:10.1016/j.cell.2019.08.008	36c867a7-be10-4e69-9b39-5de12b0af6da_cxg_dataset_unique	{'name': 'SM', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0000192	smooth muscle cell
Stroma	CL:0011026	progenitor cell	DOI:10.1016/j.cell.2019.08.008	36c867a7-be10-4e69-9b39-5de12b0af6da_cxg_dataset_unique	{'name': 'Stroma', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0000499	stromal cell
Stroma	CL:0000115	endothelial cell	DOI:10.1016/j.cell.2019.08.008	36c867a7-be10-4e69-9b39-5de12b0af6da_cxg_dataset_unique	{'name': 'Stroma', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0000499	stromal cell
Stroma	unknown	unknown	DOI:10.1016/j.cell.2019.08.008	36c867a7-be10-4e69-9b39-5de12b0af6da_cxg_dataset_unique	{'name': 'Stroma', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0000499	stromal cell
Stroma	CL:0009012	transit amplifying cell of small intestine	DOI:10.1016/j.cell.2019.08.008	36c867a7-be10-4e69-9b39-5de12b0af6da_cxg_dataset_unique	{'name': 'Stroma', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0000499	stromal cell
Stroma	CL:1000342	enterocyte of epithelium proper of ileum	DOI:10.1016/j.cell.2019.08.008	36c867a7-be10-4e69-9b39-5de12b0af6da_cxg_dataset_unique	{'name': 'Stroma', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0000499	stromal cell
Stroma	CL:1000278	smooth muscle fiber of ileum	DOI:10.1016/j.cell.2019.08.008	36c867a7-be10-4e69-9b39-5de12b0af6da_cxg_dataset_unique	{'name': 'Stroma', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0000499	stromal cell
Stroma	CL:1000326	ileal goblet cell	DOI:10.1016/j.cell.2019.08.008	36c867a7-be10-4e69-9b39-5de12b0af6da_cxg_dataset_unique	{'name': 'Stroma', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0000499	stromal cell
Stroma	CL:0000057	fibroblast	DOI:10.1016/j.cell.2019.08.008	36c867a7-be10-4e69-9b39-5de12b0af6da_cxg_dataset_unique	{'name': 'Stroma', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0000499	stromal cell
Stroma	CL:0000669	pericyte	DOI:10.1016/j.cell.2019.08.008	36c867a7-be10-4e69-9b39-5de12b0af6da_cxg_dataset_unique	{'name': 'Stroma', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0000499	stromal cell
Stroma	CL:0009006	enteroendocrine cell of small intestine	DOI:10.1016/j.cell.2019.08.008	36c867a7-be10-4e69-9b39-5de12b0af6da_cxg_dataset_unique	{'name': 'Stroma', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0000499	stromal cell
Stroma	CL:1000343	paneth cell of epithelium of small intestine	DOI:10.1016/j.cell.2019.08.008	36c867a7-be10-4e69-9b39-5de12b0af6da_cxg_dataset_unique	{'name': 'Stroma', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0000499	stromal cell
Stroma	CL:0000125	glial cell	DOI:10.1016/j.cell.2019.08.008	36c867a7-be10-4e69-9b39-5de12b0af6da_cxg_dataset_unique	{'name': 'Stroma', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0000499	stromal cell
Stroma	CL:0002138	endothelial cell of lymphatic vessel	DOI:10.1016/j.cell.2019.08.008	36c867a7-be10-4e69-9b39-5de12b0af6da_cxg_dataset_unique	{'name': 'Stroma', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0000499	stromal cell
T cells	CL:0000789	alpha-beta T cell	DOI:10.1016/j.cell.2019.08.008	36c867a7-be10-4e69-9b39-5de12b0af6da_cxg_dataset_unique	{'name': 'T cells', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0000084	T cell
TA	CL:0009012	transit amplifying cell of small intestine	DOI:10.1016/j.cell.2019.08.008	36c867a7-be10-4e69-9b39-5de12b0af6da_cxg_dataset_unique	{'name': 'TA', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0009010	transit amplifying cell
