annotation_text	cl_id	cl_label	article_id_doi	dataset_name	enrichment	grounding_cl_id	grounding_cl_label
P-Hepato2	CL:0019026	periportal region hepatocyte	DOI:10.1016/j.jhep.2023.12.023	1873a18a-66fd-4a4d-8277-a872c93f5b59_cxg_dataset_unique	{'name': 'P-Hepato2', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0000182	hepatocyte
Prolif	unknown	unknown	DOI:10.1016/j.jhep.2023.12.023	1873a18a-66fd-4a4d-8277-a872c93f5b59_cxg_dataset_unique	{'name': 'Prolif', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	NO MATCH found	
Prolif-Mac	CL:0000235	macrophage	DOI:10.1016/j.jhep.2023.12.023	1873a18a-66fd-4a4d-8277-a872c93f5b59_cxg_dataset_unique	{'name': 'Prolif-Mac', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:4033076	cycling macrophage
Stellate	CL:0000632	hepatic stellate cell	DOI:10.1016/j.jhep.2023.12.023	1873a18a-66fd-4a4d-8277-a872c93f5b59_cxg_dataset_unique	{'name': 'Stellate', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0000632	hepatic stellate cell
Stellate-Doublet	unknown	unknown	DOI:10.1016/j.jhep.2023.12.023	1873a18a-66fd-4a4d-8277-a872c93f5b59_cxg_dataset_unique	{'name': 'Stellate-Doublet', 'full_name': '', 'paper_synonyms': '', 'tissue_context': ''}	CL:0000632	hepatic stellate cell
Tcell-Doublet	unknown	unknown	DOI:10.1016/j.jhep.2023.12.023	1873a18a-66fd-4a4d-8277-a872c93f5b59_cxg_dataset_unique	{'name': 'Tcell-Doublet', 'full_name': '', 'paper_synonyms': '', 'tissue_context': ''}	CL:0000084	T cell
VSMC	CL:0000359	vascular associated smooth muscle cell	DOI:10.1016/j.jhep.2023.12.023	1873a18a-66fd-4a4d-8277-a872c93f5b59_cxg_dataset_unique	{'name': 'VSMC', 'full_name': '', 'paper_synonyms': '', 'tissue_context': ''}	CL:0000359	vascular associated smooth muscle cell
aStellate	CL:0000632	hepatic stellate cell	DOI:10.1016/j.jhep.2023.12.023	1873a18a-66fd-4a4d-8277-a872c93f5b59_cxg_dataset_unique	{'name': 'aStellate', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0000632	hepatic stellate cell
cvEndo	CL:0002543	vein endothelial cell	DOI:10.1016/j.jhep.2023.12.023	1873a18a-66fd-4a4d-8277-a872c93f5b59_cxg_dataset_unique	{'name': 'cvEndo', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0000115	endothelial cell
cvLSEC	CL:0019022	endothelial cell of pericentral hepatic sinusoid	DOI:10.1016/j.jhep.2023.12.023	1873a18a-66fd-4a4d-8277-a872c93f5b59_cxg_dataset_unique	{'name': 'cvLSEC', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:1000398	endothelial cell of hepatic sinusoid
cvLSEC--Mac	unknown	unknown	DOI:10.1016/j.jhep.2023.12.023	1873a18a-66fd-4a4d-8277-a872c93f5b59_cxg_dataset_unique	{'name': 'cvLSEC--Mac', 'full_name': '', 'paper_synonyms': '', 'tissue_context': ''}	CL:0000235	macrophage
cvLSEC-Doublet	unknown	unknown	DOI:10.1016/j.jhep.2023.12.023	1873a18a-66fd-4a4d-8277-a872c93f5b59_cxg_dataset_unique	{'name': 'cvLSEC-Doublet', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:1000398	endothelial cell of hepatic sinusoid
lrNK	CL:2000054	hepatic pit cell	DOI:10.1016/j.jhep.2023.12.023	1873a18a-66fd-4a4d-8277-a872c93f5b59_cxg_dataset_unique	{'name': 'lrNK', 'full_name': '', 'paper_synonyms': '', 'tissue_context': ''}	CL:4047101	liver-resident natural killer cell
ppLSEC	CL:0019021	endothelial cell of periportal hepatic sinusoid	DOI:10.1016/j.jhep.2023.12.023	1873a18a-66fd-4a4d-8277-a872c93f5b59_cxg_dataset_unique	{'name': 'ppLSEC', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0019021	endothelial cell of periportal hepatic sinusoid
