annotation_text	cl_id	cl_label	article_id_doi	dataset_name	enrichment	grounding_cl_id	grounding_cl_label	result
CD8+ T cell	CL:0000913	effector memory CD8-positive, alpha-beta T cell	DOI:10.1016/j.isci.2021.103115	59b69042-47c2-47fd-ad03-d21beb99818f_cxg_dataset_unique	{'name': 'CD8+ T cell', 'full_name': 'CD8+ T cell', 'paper_synonyms': None, 'tissue_context': ''}	CL:0000625	CD8-positive, alpha-beta T cell	FALSE
CD8+ T cell	CL:0000900	naive thymus-derived CD8-positive, alpha-beta T cell	DOI:10.1016/j.isci.2021.103115	59b69042-47c2-47fd-ad03-d21beb99818f_cxg_dataset_unique	{'name': 'CD8+ T cell', 'full_name': 'CD8+ T cell', 'paper_synonyms': None, 'tissue_context': ''}	CL:0000625	CD8-positive, alpha-beta T cell	FALSE
CD8+ T cell	CL:0001049	activated CD8-positive, alpha-beta T cell, human	DOI:10.1016/j.isci.2021.103115	59b69042-47c2-47fd-ad03-d21beb99818f_cxg_dataset_unique	{'name': 'CD8+ T cell', 'full_name': 'CD8+ T cell', 'paper_synonyms': None, 'tissue_context': ''}	CL:0000625	CD8-positive, alpha-beta T cell	FALSE
CD8+ T cell	CL:0000940	mucosal invariant T cell	DOI:10.1016/j.isci.2021.103115	59b69042-47c2-47fd-ad03-d21beb99818f_cxg_dataset_unique	{'name': 'CD8+ T cell', 'full_name': 'CD8+ T cell', 'paper_synonyms': None, 'tissue_context': ''}	CL:0000625	CD8-positive, alpha-beta T cell	FALSE
CD8+ T naive	CL:0000900	naive thymus-derived CD8-positive, alpha-beta T cell	DOI:10.1016/j.isci.2021.103115	59b69042-47c2-47fd-ad03-d21beb99818f_cxg_dataset_unique	{'name': 'CD8+ T naive', 'full_name': 'CD8+ Naive T cell', 'paper_synonyms': None, 'tissue_context': ''}	CL:0000900	naive thymus-derived CD8-positive, alpha-beta T cell	TRUE
CD8+ Tem	CL:0000913	effector memory CD8-positive, alpha-beta T cell	DOI:10.1016/j.isci.2021.103115	59b69042-47c2-47fd-ad03-d21beb99818f_cxg_dataset_unique	{'name': 'CD8+ Tem', 'full_name': 'CD8+ Effector Memory cell', 'paper_synonyms': 'CD8+ TEM', 'tissue_context': ''}	CL:0000913	effector memory CD8-positive, alpha-beta T cell	TRUE
Classical Monocyte	CL:0000860	classical monocyte	DOI:10.1016/j.isci.2021.103115	59b69042-47c2-47fd-ad03-d21beb99818f_cxg_dataset_unique	{'name': 'Classical Monocyte', 'full_name': 'classical monocyte', 'paper_synonyms': None, 'tissue_context': ''}	CL:0000860	classical monocyte	TRUE
HSPC	CL:0000037	hematopoietic stem cell	DOI:10.1016/j.isci.2021.103115	59b69042-47c2-47fd-ad03-d21beb99818f_cxg_dataset_unique	{'name': 'HSPC', 'full_name': 'Hematopoietic stem and progenitor cells', 'paper_synonyms': None, 'tissue_context': ''}	CL:0008001	hematopoietic precursor cell	FALSE
Hematopoietic_Mega	CL:0000233	platelet	DOI:10.1016/j.isci.2021.103115	59b69042-47c2-47fd-ad03-d21beb99818f_cxg_dataset_unique	{'name': 'Hematopoietic_Mega', 'full_name': 'hematopoietic megakaryocyte', 'paper_synonyms': None, 'tissue_context': ''}	CL:0000556	megakaryocyte	FALSE
Hematopoietic_R	CL:0000232	erythrocyte	DOI:10.1016/j.isci.2021.103115	59b69042-47c2-47fd-ad03-d21beb99818f_cxg_dataset_unique	{'name': 'Hematopoietic_R', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0000988	hematopoietic cell	FALSE
Hematopoietic_SC	CL:0000037	hematopoietic stem cell	DOI:10.1016/j.isci.2021.103115	59b69042-47c2-47fd-ad03-d21beb99818f_cxg_dataset_unique	{'name': 'Hematopoietic_SC', 'full_name': 'hematopoietic stem and progenitor cells', 'paper_synonyms': 'HSPC', 'tissue_context': ''}	CL:0008001	hematopoietic precursor cell	FALSE
Lymphoid_B	CL:0000787	memory B cell	DOI:10.1016/j.isci.2021.103115	59b69042-47c2-47fd-ad03-d21beb99818f_cxg_dataset_unique	{'name': 'Lymphoid_B', 'full_name': 'B cells', 'paper_synonyms': None, 'tissue_context': ''}	CL:0000236	B cell	FALSE
Lymphoid_B	CL:0000788	naive B cell	DOI:10.1016/j.isci.2021.103115	59b69042-47c2-47fd-ad03-d21beb99818f_cxg_dataset_unique	{'name': 'Lymphoid_B', 'full_name': 'B cells', 'paper_synonyms': None, 'tissue_context': ''}	CL:0000236	B cell	FALSE
Lymphoid_B	CL:0000818	transitional stage B cell	DOI:10.1016/j.isci.2021.103115	59b69042-47c2-47fd-ad03-d21beb99818f_cxg_dataset_unique	{'name': 'Lymphoid_B', 'full_name': 'B cells', 'paper_synonyms': None, 'tissue_context': ''}	CL:0000236	B cell	FALSE
Lymphoid_P	CL:0000980	plasmablast	DOI:10.1016/j.isci.2021.103115	59b69042-47c2-47fd-ad03-d21beb99818f_cxg_dataset_unique	{'name': 'Lymphoid_P', 'full_name': 'lymphoid', 'paper_synonyms': None, 'tissue_context': ''}	CL:0000542	lymphocyte	FALSE
Lymphoid_T/NK	CL:0000623	natural killer cell	DOI:10.1016/j.isci.2021.103115	59b69042-47c2-47fd-ad03-d21beb99818f_cxg_dataset_unique	{'name': 'Lymphoid_T/NK', 'full_name': 'Lymphoid T and NK cells', 'paper_synonyms': 'T cell; NK cell', 'tissue_context': ''}	CL:0000542	lymphocyte	FALSE
Lymphoid_T/NK	CL:0000895	naive thymus-derived CD4-positive, alpha-beta T cell	DOI:10.1016/j.isci.2021.103115	59b69042-47c2-47fd-ad03-d21beb99818f_cxg_dataset_unique	{'name': 'Lymphoid_T/NK', 'full_name': 'Lymphoid T and NK cells', 'paper_synonyms': 'T cell; NK cell', 'tissue_context': ''}	CL:0000542	lymphocyte	FALSE
Lymphoid_T/NK	CL:0000913	effector memory CD8-positive, alpha-beta T cell	DOI:10.1016/j.isci.2021.103115	59b69042-47c2-47fd-ad03-d21beb99818f_cxg_dataset_unique	{'name': 'Lymphoid_T/NK', 'full_name': 'Lymphoid T and NK cells', 'paper_synonyms': 'T cell; NK cell', 'tissue_context': ''}	CL:0000542	lymphocyte	FALSE
Lymphoid_T/NK	CL:0000934	CD4-positive, alpha-beta cytotoxic T cell	DOI:10.1016/j.isci.2021.103115	59b69042-47c2-47fd-ad03-d21beb99818f_cxg_dataset_unique	{'name': 'Lymphoid_T/NK', 'full_name': 'Lymphoid T and NK cells', 'paper_synonyms': 'T cell; NK cell', 'tissue_context': ''}	CL:0000542	lymphocyte	FALSE
Lymphoid_T/NK	CL:0000542	lymphocyte	DOI:10.1016/j.isci.2021.103115	59b69042-47c2-47fd-ad03-d21beb99818f_cxg_dataset_unique	{'name': 'Lymphoid_T/NK', 'full_name': 'Lymphoid T and NK cells', 'paper_synonyms': 'T cell; NK cell', 'tissue_context': ''}	CL:0000542	lymphocyte	TRUE
Lymphoid_T/NK	CL:0000938	CD16-negative, CD56-bright natural killer cell, human	DOI:10.1016/j.isci.2021.103115	59b69042-47c2-47fd-ad03-d21beb99818f_cxg_dataset_unique	{'name': 'Lymphoid_T/NK', 'full_name': 'Lymphoid T and NK cells', 'paper_synonyms': 'T cell; NK cell', 'tissue_context': ''}	CL:0000542	lymphocyte	FALSE
Lymphoid_T/NK	CL:0000904	central memory CD4-positive, alpha-beta T cell	DOI:10.1016/j.isci.2021.103115	59b69042-47c2-47fd-ad03-d21beb99818f_cxg_dataset_unique	{'name': 'Lymphoid_T/NK', 'full_name': 'Lymphoid T and NK cells', 'paper_synonyms': 'T cell; NK cell', 'tissue_context': ''}	CL:0000542	lymphocyte	FALSE
Lymphoid_T/NK	CL:0000815	regulatory T cell	DOI:10.1016/j.isci.2021.103115	59b69042-47c2-47fd-ad03-d21beb99818f_cxg_dataset_unique	{'name': 'Lymphoid_T/NK', 'full_name': 'Lymphoid T and NK cells', 'paper_synonyms': 'T cell; NK cell', 'tissue_context': ''}	CL:0000542	lymphocyte	FALSE
Lymphoid_T/NK	CL:0001043	activated CD4-positive, alpha-beta T cell, human	DOI:10.1016/j.isci.2021.103115	59b69042-47c2-47fd-ad03-d21beb99818f_cxg_dataset_unique	{'name': 'Lymphoid_T/NK', 'full_name': 'Lymphoid T and NK cells', 'paper_synonyms': 'T cell; NK cell', 'tissue_context': ''}	CL:0000542	lymphocyte	FALSE
Lymphoid_T/NK	CL:0000900	naive thymus-derived CD8-positive, alpha-beta T cell	DOI:10.1016/j.isci.2021.103115	59b69042-47c2-47fd-ad03-d21beb99818f_cxg_dataset_unique	{'name': 'Lymphoid_T/NK', 'full_name': 'Lymphoid T and NK cells', 'paper_synonyms': 'T cell; NK cell', 'tissue_context': ''}	CL:0000542	lymphocyte	FALSE
Lymphoid_T/NK	CL:0001049	activated CD8-positive, alpha-beta T cell, human	DOI:10.1016/j.isci.2021.103115	59b69042-47c2-47fd-ad03-d21beb99818f_cxg_dataset_unique	{'name': 'Lymphoid_T/NK', 'full_name': 'Lymphoid T and NK cells', 'paper_synonyms': 'T cell; NK cell', 'tissue_context': ''}	CL:0000542	lymphocyte	FALSE
Lymphoid_T/NK	CL:0000940	mucosal invariant T cell	DOI:10.1016/j.isci.2021.103115	59b69042-47c2-47fd-ad03-d21beb99818f_cxg_dataset_unique	{'name': 'Lymphoid_T/NK', 'full_name': 'Lymphoid T and NK cells', 'paper_synonyms': 'T cell; NK cell', 'tissue_context': ''}	CL:0000542	lymphocyte	FALSE
MAIT	CL:0000940	mucosal invariant T cell	DOI:10.1016/j.isci.2021.103115	59b69042-47c2-47fd-ad03-d21beb99818f_cxg_dataset_unique	{'name': 'MAIT', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0000940	mucosal-associated invariant T cell	TRUE
Myeloid	CL:0000990	conventional dendritic cell	DOI:10.1016/j.isci.2021.103115	59b69042-47c2-47fd-ad03-d21beb99818f_cxg_dataset_unique	{'name': 'Myeloid', 'full_name': 'myeloid cells', 'paper_synonyms': None, 'tissue_context': ''}	CL:0000763	myeloid cell	FALSE
Myeloid	CL:0000860	classical monocyte	DOI:10.1016/j.isci.2021.103115	59b69042-47c2-47fd-ad03-d21beb99818f_cxg_dataset_unique	{'name': 'Myeloid', 'full_name': 'myeloid cells', 'paper_synonyms': None, 'tissue_context': ''}	CL:0000763	myeloid cell	FALSE
Myeloid	CL:0001058	plasmacytoid dendritic cell, human	DOI:10.1016/j.isci.2021.103115	59b69042-47c2-47fd-ad03-d21beb99818f_cxg_dataset_unique	{'name': 'Myeloid', 'full_name': 'myeloid cells', 'paper_synonyms': None, 'tissue_context': ''}	CL:0000763	myeloid cell	FALSE
Myeloid	CL:0000875	non-classical monocyte	DOI:10.1016/j.isci.2021.103115	59b69042-47c2-47fd-ad03-d21beb99818f_cxg_dataset_unique	{'name': 'Myeloid', 'full_name': 'myeloid cells', 'paper_synonyms': None, 'tissue_context': ''}	CL:0000763	myeloid cell	FALSE
Myeloid_G	CL:0000775	neutrophil	DOI:10.1016/j.isci.2021.103115	59b69042-47c2-47fd-ad03-d21beb99818f_cxg_dataset_unique	{'name': 'Myeloid_G', 'full_name': 'myeloid cells', 'paper_synonyms': '', 'tissue_context': ''}	CL:0000763	myeloid cell	FALSE
Myeloid_G	CL:0000776	immature neutrophil	DOI:10.1016/j.isci.2021.103115	59b69042-47c2-47fd-ad03-d21beb99818f_cxg_dataset_unique	{'name': 'Myeloid_G', 'full_name': 'myeloid cells', 'paper_synonyms': '', 'tissue_context': ''}	CL:0000763	myeloid cell	FALSE
NK	CL:0000623	natural killer cell	DOI:10.1016/j.isci.2021.103115	59b69042-47c2-47fd-ad03-d21beb99818f_cxg_dataset_unique	{'name': 'NK', 'full_name': 'NK cell', 'paper_synonyms': '', 'tissue_context': ''}	CL:0000623	natural killer cell	TRUE
NK CD56bright	CL:0000938	CD16-negative, CD56-bright natural killer cell, human	DOI:10.1016/j.isci.2021.103115	59b69042-47c2-47fd-ad03-d21beb99818f_cxg_dataset_unique	{'name': 'NK CD56bright', 'full_name': 'CD56-bright NK cell', 'paper_synonyms': None, 'tissue_context': ''}	CL:0000938	CD16-negative, CD56-bright natural killer cell, human	TRUE
NK activated	CL:0000623	natural killer cell	DOI:10.1016/j.isci.2021.103115	59b69042-47c2-47fd-ad03-d21beb99818f_cxg_dataset_unique	{'name': 'NK activated', 'full_name': 'Activated NK cell', 'paper_synonyms': None, 'tissue_context': ''}	CL:0000623	natural killer cell	TRUE
NK cell	CL:0000623	natural killer cell	DOI:10.1016/j.isci.2021.103115	59b69042-47c2-47fd-ad03-d21beb99818f_cxg_dataset_unique	{'name': 'NK cell', 'full_name': 'NK cell', 'paper_synonyms': None, 'tissue_context': ''}	CL:0000623	natural killer cell	TRUE
NK cell	CL:0000938	CD16-negative, CD56-bright natural killer cell, human	DOI:10.1016/j.isci.2021.103115	59b69042-47c2-47fd-ad03-d21beb99818f_cxg_dataset_unique	{'name': 'NK cell', 'full_name': 'NK cell', 'paper_synonyms': None, 'tissue_context': ''}	CL:0000623	natural killer cell	FALSE
Neutrophil	CL:0000775	neutrophil	DOI:10.1016/j.isci.2021.103115	59b69042-47c2-47fd-ad03-d21beb99818f_cxg_dataset_unique	{'name': 'Neutrophil', 'full_name': 'Neutrophil', 'paper_synonyms': None, 'tissue_context': ''}	CL:0000775	neutrophil	TRUE
Neutrophil	CL:0000776	immature neutrophil	DOI:10.1016/j.isci.2021.103115	59b69042-47c2-47fd-ad03-d21beb99818f_cxg_dataset_unique	{'name': 'Neutrophil', 'full_name': 'Neutrophil', 'paper_synonyms': None, 'tissue_context': ''}	CL:0000775	neutrophil	FALSE
Non-classical Monocyte	CL:0000875	non-classical monocyte	DOI:10.1016/j.isci.2021.103115	59b69042-47c2-47fd-ad03-d21beb99818f_cxg_dataset_unique	{'name': 'Non-classical Monocyte', 'full_name': 'non-classical monocyte', 'paper_synonyms': None, 'tissue_context': ''}	CL:0000875	non-classical monocyte	TRUE
Other T	CL:0000542	lymphocyte	DOI:10.1016/j.isci.2021.103115	59b69042-47c2-47fd-ad03-d21beb99818f_cxg_dataset_unique	{'name': 'Other T', 'full_name': '', 'paper_synonyms': '', 'tissue_context': ''}	CL:0000084	T cell	FALSE
Plasmablast	CL:0000980	plasmablast	DOI:10.1016/j.isci.2021.103115	59b69042-47c2-47fd-ad03-d21beb99818f_cxg_dataset_unique	{'name': 'Plasmablast', 'full_name': 'plasmablast', 'paper_synonyms': '', 'tissue_context': ''}	CL:0000980	plasmablast	TRUE
Platelet	CL:0000233	platelet	DOI:10.1016/j.isci.2021.103115	59b69042-47c2-47fd-ad03-d21beb99818f_cxg_dataset_unique	{'name': 'Platelet', 'full_name': 'platelet', 'paper_synonyms': None, 'tissue_context': ''}	CL:0000233	platelet	TRUE
RBC	CL:0000232	erythrocyte	DOI:10.1016/j.isci.2021.103115	59b69042-47c2-47fd-ad03-d21beb99818f_cxg_dataset_unique	{'name': 'RBC', 'full_name': 'red blood cell', 'paper_synonyms': None, 'tissue_context': ''}	CL:0000232	erythrocyte	TRUE
T/NK proliferative	CL:0000542	lymphocyte	DOI:10.1016/j.isci.2021.103115	59b69042-47c2-47fd-ad03-d21beb99818f_cxg_dataset_unique	{'name': 'T/NK proliferative', 'full_name': 'proliferative T and NK cells', 'paper_synonyms': None, 'tissue_context': ''}	CL:0000542	lymphocyte	TRUE
Treg	CL:0000815	regulatory T cell	DOI:10.1016/j.isci.2021.103115	59b69042-47c2-47fd-ad03-d21beb99818f_cxg_dataset_unique	{'name': 'Treg', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0000815	regulatory T cell	TRUE
cDC	CL:0000990	conventional dendritic cell	DOI:10.1016/j.isci.2021.103115	59b69042-47c2-47fd-ad03-d21beb99818f_cxg_dataset_unique	{'name': 'cDC', 'full_name': 'conventional dendritic cell', 'paper_synonyms': '', 'tissue_context': ''}	CL:0000990	conventional dendritic cell	TRUE
immature Neutrophil	CL:0000776	immature neutrophil	DOI:10.1016/j.isci.2021.103115	59b69042-47c2-47fd-ad03-d21beb99818f_cxg_dataset_unique	{'name': 'immature Neutrophil', 'full_name': 'immature neutrophil', 'paper_synonyms': None, 'tissue_context': ''}	CL:0000776	immature neutrophil	TRUE
pDC	CL:0001058	plasmacytoid dendritic cell, human	DOI:10.1016/j.isci.2021.103115	59b69042-47c2-47fd-ad03-d21beb99818f_cxg_dataset_unique	{'name': 'pDC', 'full_name': 'plasmacytoid dendritic cell', 'paper_synonyms': 'plasmacytoid dendritic cells', 'tissue_context': ''}	CL:0000784	plasmacytoid dendritic cell	FALSE
