annotation_text	cl_id	cl_label	article_id_doi	dataset_name	enrichment	grounding_cl_id	grounding_cl_label	result
MNP-a/classical monocyte derived	CL:0000860	classical monocyte	DOI:10.1126/science.aat5031	9ea768a2-87ab-46b6-a73d-c4e915f25af3_cxg_dataset_unique	{'name': 'MNP-a/classical monocyte derived', 'full_name': 'mononuclear phagocyte a/classical monocyte-derived', 'paper_synonyms': 'MNPa', 'tissue_context': ''}	CL:0000113	mononuclear phagocyte	FALSE
MNP-b/non-classical monocyte derived	CL:0000875	non-classical monocyte	DOI:10.1126/science.aat5031	9ea768a2-87ab-46b6-a73d-c4e915f25af3_cxg_dataset_unique	{'name': 'MNP-b/non-classical monocyte derived', 'full_name': 'mononuclear phagocyte b/non-classical monocyte derived', 'paper_synonyms': 'MNPb', 'tissue_context': ''}	CL:0000875	non-classical monocyte	TRUE
MNP-c/dendritic cell	CL:0000451	dendritic cell	DOI:10.1126/science.aat5031	9ea768a2-87ab-46b6-a73d-c4e915f25af3_cxg_dataset_unique	{'name': 'MNP-c/dendritic cell', 'full_name': 'mononuclear phagocyte c (dendritic cell)', 'paper_synonyms': 'MNPc; classical myeloid DC; cDC', 'tissue_context': ''}	CL:0000451	dendritic cell	TRUE
MNP-d/Tissue macrophage	CL:1000698	kidney resident macrophage	DOI:10.1126/science.aat5031	9ea768a2-87ab-46b6-a73d-c4e915f25af3_cxg_dataset_unique	{'name': 'MNP-d/Tissue macrophage', 'full_name': 'mononuclear phagocyte d/Tissue macrophage', 'paper_synonyms': 'MNPd', 'tissue_context': ''}	CL:0000864	tissue-resident macrophage	FALSE
Mast cell	CL:0000097	mast cell	DOI:10.1126/science.aat5031	9ea768a2-87ab-46b6-a73d-c4e915f25af3_cxg_dataset_unique	{'name': 'Mast cell', 'full_name': 'mast cell', 'paper_synonyms': 'Mast', 'tissue_context': ''}	CL:0000097	mast cell	TRUE
Myofibroblast	CL:0000186	myofibroblast cell	DOI:10.1126/science.aat5031	9ea768a2-87ab-46b6-a73d-c4e915f25af3_cxg_dataset_unique	{'name': 'Myofibroblast', 'full_name': 'myofibroblast', 'paper_synonyms': 'MFib', 'tissue_context': ''}	CL:0000186	myofibroblast cell	TRUE
NK cell	CL:0000623	natural killer cell	DOI:10.1126/science.aat5031	9ea768a2-87ab-46b6-a73d-c4e915f25af3_cxg_dataset_unique	{'name': 'NK cell', 'full_name': 'natural killer cell', 'paper_synonyms': 'NK', 'tissue_context': ''}	CL:0000623	natural killer cell	TRUE
NKT cell	CL:0000814	mature NK T cell	DOI:10.1126/science.aat5031	9ea768a2-87ab-46b6-a73d-c4e915f25af3_cxg_dataset_unique	{'name': 'NKT cell', 'full_name': 'natural killer T cell', 'paper_synonyms': 'NKT', 'tissue_context': ''}	CL:0000814	mature NK T cell	TRUE
Neutrophil	CL:0000775	neutrophil	DOI:10.1126/science.aat5031	9ea768a2-87ab-46b6-a73d-c4e915f25af3_cxg_dataset_unique	{'name': 'Neutrophil', 'full_name': 'neutrophil', 'paper_synonyms': 'NO', 'tissue_context': ''}	CL:0000775	neutrophil	TRUE
Pelvic epithelium	CL:0002518	kidney epithelial cell	DOI:10.1126/science.aat5031	9ea768a2-87ab-46b6-a73d-c4e915f25af3_cxg_dataset_unique	{'name': 'Pelvic epithelium', 'full_name': 'pelvic epithelium', 'paper_synonyms': 'PE', 'tissue_context': ''}	CL:0000731	urothelial cell	FALSE
Peritubular capillary endothelium	CL:0002144	capillary endothelial cell	DOI:10.1126/science.aat5031	9ea768a2-87ab-46b6-a73d-c4e915f25af3_cxg_dataset_unique	{'name': 'Peritubular capillary endothelium', 'full_name': 'peritubular capillary endothelium', 'paper_synonyms': 'PCE', 'tissue_context': ''}	CL:1001033	peritubular capillary endothelial cell	FALSE
Peritubular capillary endothelium 1	CL:0002144	capillary endothelial cell	DOI:10.1126/science.aat5031	9ea768a2-87ab-46b6-a73d-c4e915f25af3_cxg_dataset_unique	{'name': 'Peritubular capillary endothelium 1', 'full_name': 'peritubular capillary endothelium', 'paper_synonyms': 'peritubular capillaries (PCap); PCE', 'tissue_context': ''}	CL:1001033	peritubular capillary endothelial cell	FALSE
Peritubular capillary endothelium 2	CL:0002144	capillary endothelial cell	DOI:10.1126/science.aat5031	9ea768a2-87ab-46b6-a73d-c4e915f25af3_cxg_dataset_unique	{'name': 'Peritubular capillary endothelium 2', 'full_name': 'peritubular capillary endothelium 2', 'paper_synonyms': 'PCE; peritubular capillaries; PCap', 'tissue_context': ''}	CL:1001033	peritubular capillary endothelial cell	FALSE
Plasmacytoid dendritic cell	CL:0000784	plasmacytoid dendritic cell	DOI:10.1126/science.aat5031	9ea768a2-87ab-46b6-a73d-c4e915f25af3_cxg_dataset_unique	{'name': 'Plasmacytoid dendritic cell', 'full_name': 'plasmacytoid dendritic cell', 'paper_synonyms': 'pDC', 'tissue_context': ''}	CL:0000784	plasmacytoid dendritic cell	TRUE
Podocyte	CL:0000653	podocyte	DOI:10.1126/science.aat5031	9ea768a2-87ab-46b6-a73d-c4e915f25af3_cxg_dataset_unique	{'name': 'Podocyte', 'full_name': 'podocyte', 'paper_synonyms': 'Podo', 'tissue_context': ''}	CL:0000653	podocyte	TRUE
Principal cell	CL:0005009	renal principal cell	DOI:10.1126/science.aat5031	9ea768a2-87ab-46b6-a73d-c4e915f25af3_cxg_dataset_unique	{'name': 'Principal cell', 'full_name': 'principal cell', 'paper_synonyms': 'PC', 'tissue_context': ''}	CL:0005009	renal principal cell	TRUE
Proliferating Proximal Tubule	CL:0002306	epithelial cell of proximal tubule	DOI:10.1126/science.aat5031	9ea768a2-87ab-46b6-a73d-c4e915f25af3_cxg_dataset_unique	{'name': 'Proliferating Proximal Tubule', 'full_name': 'proximal tubule', 'paper_synonyms': 'PT', 'tissue_context': ''}	CL:0002306	epithelial cell of proximal tubule	TRUE
Proximal tubule	CL:0002306	epithelial cell of proximal tubule	DOI:10.1126/science.aat5031	9ea768a2-87ab-46b6-a73d-c4e915f25af3_cxg_dataset_unique	{'name': 'Proximal tubule', 'full_name': 'proximal tubule', 'paper_synonyms': 'PT', 'tissue_context': ''}	CL:0002306	epithelial cell of proximal tubule	TRUE
Thick ascending limb of Loop of Henle	CL:1001106	kidney loop of Henle thick ascending limb epithelial cell	DOI:10.1126/science.aat5031	9ea768a2-87ab-46b6-a73d-c4e915f25af3_cxg_dataset_unique	{'name': 'Thick ascending limb of Loop of Henle', 'full_name': 'loop of Henle', 'paper_synonyms': 'LOH; loop of Henle', 'tissue_context': ''}	CL:1000909	kidney loop of Henle epithelial cell	FALSE
Transitional urothelium	CL:0000731	urothelial cell	DOI:10.1126/science.aat5031	9ea768a2-87ab-46b6-a73d-c4e915f25af3_cxg_dataset_unique	{'name': 'Transitional urothelium', 'full_name': 'transitional epithelium of ureter', 'paper_synonyms': 'TE; transitional epithelium; transitional epithelium of ureter', 'tissue_context': ''}	CL:1000706	ureter urothelial cell	FALSE
Type A intercalated cell	CL:0005011	renal alpha-intercalated cell	DOI:10.1126/science.aat5031	9ea768a2-87ab-46b6-a73d-c4e915f25af3_cxg_dataset_unique	{'name': 'Type A intercalated cell', 'full_name': 'type A intercalated cell', 'paper_synonyms': 'intercalated cells (IC); IC (A+B); IC', 'tissue_context': ''}	CL:0005011	renal alpha-intercalated cell	TRUE
Type B intercalated cell	CL:0002201	renal beta-intercalated cell	DOI:10.1126/science.aat5031	9ea768a2-87ab-46b6-a73d-c4e915f25af3_cxg_dataset_unique	{'name': 'Type B intercalated cell', 'full_name': 'type B intercalated cell', 'paper_synonyms': 'IC; intercalated cells; IC (A+B)', 'tissue_context': ''}	CL:0002201	renal beta-intercalated cell	TRUE
