annotation_text	cl_id	cl_label	article_id_doi	dataset_name	enrichment	grounding_cl_id	grounding_cl_label
SI_secretory	CL:1000343	paneth cell of epithelium of small intestine	DOI:10.1016/j.jcmgh.2022.02.007	019c7af2-c827-4454-9970-44d5e39ce068_cxg_dataset_unique	{'name': 'SI_secretory', 'full_name': '', 'paper_synonyms': '', 'tissue_context': ''}	CL:1001598	small intestine secretory cell
SI_secretory_prog	CL:0011026	progenitor cell	DOI:10.1016/j.jcmgh.2022.02.007	019c7af2-c827-4454-9970-44d5e39ce068_cxg_dataset_unique	{'name': 'SI_secretory_prog', 'full_name': '', 'paper_synonyms': '', 'tissue_context': ''}	CL:0011026	progenitor cell
SI_tuft	CL:0019032	intestinal tuft cell	DOI:10.1016/j.jcmgh.2022.02.007	019c7af2-c827-4454-9970-44d5e39ce068_cxg_dataset_unique	{'name': 'SI_tuft', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0009080	tuft cell of small intestine
TA	CL:0009012	transit amplifying cell of small intestine	DOI:10.1016/j.jcmgh.2022.02.007	019c7af2-c827-4454-9970-44d5e39ce068_cxg_dataset_unique	{'name': 'TA', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0009010	transit amplifying cell
TA	CL:0009011	transit amplifying cell of colon	DOI:10.1016/j.jcmgh.2022.02.007	019c7af2-c827-4454-9970-44d5e39ce068_cxg_dataset_unique	{'name': 'TA', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0009010	transit amplifying cell
absorptive	CL:1000334	enterocyte of epithelium of small intestine	DOI:10.1016/j.jcmgh.2022.02.007	019c7af2-c827-4454-9970-44d5e39ce068_cxg_dataset_unique	{'name': 'absorptive', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}		
absorptive	CL:0002071	enterocyte of epithelium of large intestine	DOI:10.1016/j.jcmgh.2022.02.007	019c7af2-c827-4454-9970-44d5e39ce068_cxg_dataset_unique	{'name': 'absorptive', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}		
goblet	CL:0009039	colon goblet cell	DOI:10.1016/j.jcmgh.2022.02.007	019c7af2-c827-4454-9970-44d5e39ce068_cxg_dataset_unique	{'name': 'goblet', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}		
goblet	CL:1000495	small intestine goblet cell	DOI:10.1016/j.jcmgh.2022.02.007	019c7af2-c827-4454-9970-44d5e39ce068_cxg_dataset_unique	{'name': 'goblet', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0000160	goblet cell
paneth	CL:1000343	paneth cell of epithelium of small intestine	DOI:10.1016/j.jcmgh.2022.02.007	019c7af2-c827-4454-9970-44d5e39ce068_cxg_dataset_unique	{'name': 'paneth', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0000510	paneth cell
secretory_prog	CL:0011026	progenitor cell	DOI:10.1016/j.jcmgh.2022.02.007	019c7af2-c827-4454-9970-44d5e39ce068_cxg_dataset_unique	{'name': 'secretory_prog', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0011026	progenitor cell
tuft	CL:0019032	intestinal tuft cell	DOI:10.1016/j.jcmgh.2022.02.007	019c7af2-c827-4454-9970-44d5e39ce068_cxg_dataset_unique	{'name': 'tuft', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0002204	tuft cell
tuft	CL:0009041	tuft cell of colon	DOI:10.1016/j.jcmgh.2022.02.007	019c7af2-c827-4454-9970-44d5e39ce068_cxg_dataset_unique	{'name': 'tuft', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0002204	tuft cell
