annotation_text	cl_id	cl_label	article_id_doi	dataset_name	enrichment	grounding_cl_id	grounding_cl_label	result
Monocyte	CL:0000576	monocyte	DOI:10.1016/j.devcel.2020.11.010	8e47ed12-c658-4252-b126-381df8d52a3d_cxg_dataset_unique	{'name': 'Monocyte', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0000576	monocyte	TRUE
Paneth cell	CL:0000125	glial cell	DOI:10.1016/j.devcel.2020.11.010	8e47ed12-c658-4252-b126-381df8d52a3d_cxg_dataset_unique	{'name': 'Paneth cell', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0000510	paneth cell	FALSE
S1 fibroblasts	CL:0000057	fibroblast	DOI:10.1016/j.devcel.2020.11.010	8e47ed12-c658-4252-b126-381df8d52a3d_cxg_dataset_unique	{'name': 'S1 fibroblasts', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0000057	fibroblast	TRUE
S2 fibroblasts	CL:0000057	fibroblast	DOI:10.1016/j.devcel.2020.11.010	8e47ed12-c658-4252-b126-381df8d52a3d_cxg_dataset_unique	{'name': 'S2 fibroblasts', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0000057	fibroblast	TRUE
S4 fibroblasts	CL:0000057	fibroblast	DOI:10.1016/j.devcel.2020.11.010	8e47ed12-c658-4252-b126-381df8d52a3d_cxg_dataset_unique	{'name': 'S4 fibroblasts', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0000057	fibroblast	TRUE
TA	CL:0009010	transit amplifying cell	DOI:10.1016/j.devcel.2020.11.010	8e47ed12-c658-4252-b126-381df8d52a3d_cxg_dataset_unique	{'name': 'TA', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0009010	transit amplifying cell	TRUE
Tfh	CL:0002038	T follicular helper cell	DOI:10.1016/j.devcel.2020.11.010	8e47ed12-c658-4252-b126-381df8d52a3d_cxg_dataset_unique	{'name': 'Tfh', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0002038	T follicular helper cell	TRUE
Treg	CL:0000815	regulatory T cell	DOI:10.1016/j.devcel.2020.11.010	8e47ed12-c658-4252-b126-381df8d52a3d_cxg_dataset_unique	{'name': 'Treg', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0000815	regulatory T cell	TRUE
Tuft	CL:0019032	intestinal tuft cell	DOI:10.1016/j.devcel.2020.11.010	8e47ed12-c658-4252-b126-381df8d52a3d_cxg_dataset_unique	{'name': 'Tuft', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0002204	tuft cell	FALSE
Venous endothelial cell	CL:0002543	vein endothelial cell	DOI:10.1016/j.devcel.2020.11.010	8e47ed12-c658-4252-b126-381df8d52a3d_cxg_dataset_unique	{'name': 'Venous endothelial cell', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0002543	vein endothelial cell	TRUE
activated DC	CL:0001056	dendritic cell, human	DOI:10.1016/j.devcel.2020.11.010	8e47ed12-c658-4252-b126-381df8d52a3d_cxg_dataset_unique	{'name': 'activated DC', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0000451	dendritic cell	FALSE
cDC1	CL:0000990	conventional dendritic cell	DOI:10.1016/j.devcel.2020.11.010	8e47ed12-c658-4252-b126-381df8d52a3d_cxg_dataset_unique	{'name': 'cDC1', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0002394	CD141-positive myeloid dendritic cell	FALSE
cDC2	CL:0000990	conventional dendritic cell	DOI:10.1016/j.devcel.2020.11.010	8e47ed12-c658-4252-b126-381df8d52a3d_cxg_dataset_unique	{'name': 'cDC2', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0002399	CD1c-positive myeloid dendritic cell	FALSE
crypt	CL:0002250	intestinal crypt stem cell	DOI:10.1016/j.devcel.2020.11.010	8e47ed12-c658-4252-b126-381df8d52a3d_cxg_dataset_unique	{'name': 'crypt', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0002250	intestinal crypt stem cell	TRUE
early enterocyte	CL:0000584	enterocyte	DOI:10.1016/j.devcel.2020.11.010	8e47ed12-c658-4252-b126-381df8d52a3d_cxg_dataset_unique	{'name': 'early enterocyte', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:4047019	early enterocyte	FALSE
enterocyte	CL:0000584	enterocyte	DOI:10.1016/j.devcel.2020.11.010	8e47ed12-c658-4252-b126-381df8d52a3d_cxg_dataset_unique	{'name': 'enterocyte', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0000584	enterocyte	TRUE
enteroendocrine	CL:0000164	enteroendocrine cell	DOI:10.1016/j.devcel.2020.11.010	8e47ed12-c658-4252-b126-381df8d52a3d_cxg_dataset_unique	{'name': 'enteroendocrine', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0000164	enteroendocrine cell	TRUE
gd T/NK cell	CL:0000798	gamma-delta T cell	DOI:10.1016/j.devcel.2020.11.010	8e47ed12-c658-4252-b126-381df8d52a3d_cxg_dataset_unique	{'name': 'gd T/NK cell', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0000798	gamma-delta T cell	TRUE
mast cells	CL:0000097	mast cell	DOI:10.1016/j.devcel.2020.11.010	8e47ed12-c658-4252-b126-381df8d52a3d_cxg_dataset_unique	{'name': 'mast cells', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0000097	mast cell	TRUE
myofibroblast	CL:0000186	myofibroblast cell	DOI:10.1016/j.devcel.2020.11.010	8e47ed12-c658-4252-b126-381df8d52a3d_cxg_dataset_unique	{'name': 'myofibroblast', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0000186	myofibroblast cell	TRUE
pDC	CL:0000784	plasmacytoid dendritic cell	DOI:10.1016/j.devcel.2020.11.010	8e47ed12-c658-4252-b126-381df8d52a3d_cxg_dataset_unique	{'name': 'pDC', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0000784	plasmacytoid dendritic cell	TRUE
pericyte	CL:0000669	pericyte	DOI:10.1016/j.devcel.2020.11.010	8e47ed12-c658-4252-b126-381df8d52a3d_cxg_dataset_unique	{'name': 'pericyte', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0000669	pericyte	TRUE
