annotation_text	cl_id	cl_label	article_id_doi	dataset_name	enrichment	grounding_cl_id	grounding_cl_label
Goblet cell	CL:0019031	intestine goblet cell	DOI:10.1016/j.devcel.2020.11.010	8e47ed12-c658-4252-b126-381df8d52a3d_cxg_dataset_unique	{'name': 'Goblet cell', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0000160	goblet cell
IL2RG+ enterocyte (M cell)	CL:0000682	M cell of gut	DOI:10.1016/j.devcel.2020.11.010	8e47ed12-c658-4252-b126-381df8d52a3d_cxg_dataset_unique	{'name': 'IL2RG+ enterocyte (M cell)', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0000682	M cell of gut
IgA plasma cell	CL:0000987	IgA plasma cell	DOI:10.1016/j.devcel.2020.11.010	8e47ed12-c658-4252-b126-381df8d52a3d_cxg_dataset_unique	{'name': 'IgA plasma cell', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0000987	IgA plasma cell
IgG plasma cell	CL:0000985	IgG plasma cell	DOI:10.1016/j.devcel.2020.11.010	8e47ed12-c658-4252-b126-381df8d52a3d_cxg_dataset_unique	{'name': 'IgG plasma cell', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0000985	IgG plasma cell
Lymphatic endothelial cell	CL:0002138	endothelial cell of lymphatic vessel	DOI:10.1016/j.devcel.2020.11.010	8e47ed12-c658-4252-b126-381df8d52a3d_cxg_dataset_unique	{'name': 'Lymphatic endothelial cell', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0002138	endothelial cell of lymphatic vessel
Macrophage	CL:0000125	glial cell	DOI:10.1016/j.devcel.2020.11.010	8e47ed12-c658-4252-b126-381df8d52a3d_cxg_dataset_unique	{'name': 'Macrophage', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0000235	macrophage
Memory B cell	CL:0000787	memory B cell	DOI:10.1016/j.devcel.2020.11.010	8e47ed12-c658-4252-b126-381df8d52a3d_cxg_dataset_unique	{'name': 'Memory B cell', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0000787	memory B cell
Monocyte	CL:0000576	monocyte	DOI:10.1016/j.devcel.2020.11.010	8e47ed12-c658-4252-b126-381df8d52a3d_cxg_dataset_unique	{'name': 'Monocyte', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0000576	monocyte
Paneth cell	CL:0000125	glial cell	DOI:10.1016/j.devcel.2020.11.010	8e47ed12-c658-4252-b126-381df8d52a3d_cxg_dataset_unique	{'name': 'Paneth cell', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0000510	paneth cell
S1 fibroblasts	CL:0000057	fibroblast	DOI:10.1016/j.devcel.2020.11.010	8e47ed12-c658-4252-b126-381df8d52a3d_cxg_dataset_unique	{'name': 'S1 fibroblasts', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0000057	fibroblast
S2 fibroblasts	CL:0000057	fibroblast	DOI:10.1016/j.devcel.2020.11.010	8e47ed12-c658-4252-b126-381df8d52a3d_cxg_dataset_unique	{'name': 'S2 fibroblasts', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0000057	fibroblast
S4 fibroblasts	CL:0000057	fibroblast	DOI:10.1016/j.devcel.2020.11.010	8e47ed12-c658-4252-b126-381df8d52a3d_cxg_dataset_unique	{'name': 'S4 fibroblasts', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0000057	fibroblast
TA	CL:0009010	transit amplifying cell	DOI:10.1016/j.devcel.2020.11.010	8e47ed12-c658-4252-b126-381df8d52a3d_cxg_dataset_unique	{'name': 'TA', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0009010	transit amplifying cell
Tfh	CL:0002038	T follicular helper cell	DOI:10.1016/j.devcel.2020.11.010	8e47ed12-c658-4252-b126-381df8d52a3d_cxg_dataset_unique	{'name': 'Tfh', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0002038	T follicular helper cell
Treg	CL:0000815	regulatory T cell	DOI:10.1016/j.devcel.2020.11.010	8e47ed12-c658-4252-b126-381df8d52a3d_cxg_dataset_unique	{'name': 'Treg', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0000815	regulatory T cell
Tuft	CL:0019032	intestinal tuft cell	DOI:10.1016/j.devcel.2020.11.010	8e47ed12-c658-4252-b126-381df8d52a3d_cxg_dataset_unique	{'name': 'Tuft', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0002204	tuft cell
Venous endothelial cell	CL:0002543	vein endothelial cell	DOI:10.1016/j.devcel.2020.11.010	8e47ed12-c658-4252-b126-381df8d52a3d_cxg_dataset_unique	{'name': 'Venous endothelial cell', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0002543	vein endothelial cell
activated DC	CL:0001056	dendritic cell, human	DOI:10.1016/j.devcel.2020.11.010	8e47ed12-c658-4252-b126-381df8d52a3d_cxg_dataset_unique	{'name': 'activated DC', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0000451	dendritic cell
cDC1	CL:0000990	conventional dendritic cell	DOI:10.1016/j.devcel.2020.11.010	8e47ed12-c658-4252-b126-381df8d52a3d_cxg_dataset_unique	{'name': 'cDC1', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0002394	CD141-positive myeloid dendritic cell
cDC2	CL:0000990	conventional dendritic cell	DOI:10.1016/j.devcel.2020.11.010	8e47ed12-c658-4252-b126-381df8d52a3d_cxg_dataset_unique	{'name': 'cDC2', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0002399	CD1c-positive myeloid dendritic cell
crypt	CL:0002250	intestinal crypt stem cell	DOI:10.1016/j.devcel.2020.11.010	8e47ed12-c658-4252-b126-381df8d52a3d_cxg_dataset_unique	{'name': 'crypt', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0002250	intestinal crypt stem cell
early enterocyte	CL:0000584	enterocyte	DOI:10.1016/j.devcel.2020.11.010	8e47ed12-c658-4252-b126-381df8d52a3d_cxg_dataset_unique	{'name': 'early enterocyte', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:4047019	early enterocyte
enterocyte	CL:0000584	enterocyte	DOI:10.1016/j.devcel.2020.11.010	8e47ed12-c658-4252-b126-381df8d52a3d_cxg_dataset_unique	{'name': 'enterocyte', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0000584	enterocyte
enteroendocrine	CL:0000164	enteroendocrine cell	DOI:10.1016/j.devcel.2020.11.010	8e47ed12-c658-4252-b126-381df8d52a3d_cxg_dataset_unique	{'name': 'enteroendocrine', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0000164	enteroendocrine cell
gd T/NK cell	CL:0000798	gamma-delta T cell	DOI:10.1016/j.devcel.2020.11.010	8e47ed12-c658-4252-b126-381df8d52a3d_cxg_dataset_unique	{'name': 'gd T/NK cell', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0000798	gamma-delta T cell
mast cells	CL:0000097	mast cell	DOI:10.1016/j.devcel.2020.11.010	8e47ed12-c658-4252-b126-381df8d52a3d_cxg_dataset_unique	{'name': 'mast cells', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0000097	mast cell
myofibroblast	CL:0000186	myofibroblast cell	DOI:10.1016/j.devcel.2020.11.010	8e47ed12-c658-4252-b126-381df8d52a3d_cxg_dataset_unique	{'name': 'myofibroblast', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0000186	myofibroblast cell
pDC	CL:0000784	plasmacytoid dendritic cell	DOI:10.1016/j.devcel.2020.11.010	8e47ed12-c658-4252-b126-381df8d52a3d_cxg_dataset_unique	{'name': 'pDC', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0000784	plasmacytoid dendritic cell
pericyte	CL:0000669	pericyte	DOI:10.1016/j.devcel.2020.11.010	8e47ed12-c658-4252-b126-381df8d52a3d_cxg_dataset_unique	{'name': 'pericyte', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0000669	pericyte
