annotation_text	cl_id	cl_label	article_id_doi	dataset_name	enrichment	grounding_cl_id	grounding_cl_label	result
IC-B	CL:1001432	kidney collecting duct intercalated cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'IC-B', 'full_name': '', 'paper_synonyms': '', 'tissue_context': ''}	CL:0002201	renal beta-intercalated cell	FALSE
IMCD	CL:1001431	kidney collecting duct principal cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'IMCD', 'full_name': '', 'paper_synonyms': '', 'tissue_context': ''}	CL:1000547	kidney inner medulla collecting duct epithelial cell	FALSE
Inner Medullary Collecting Duct Cell	CL:1001431	kidney collecting duct principal cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Inner Medullary Collecting Duct Cell', 'full_name': '', 'paper_synonyms': '', 'tissue_context': ''}	CL:1000547	kidney inner medulla collecting duct epithelial cell	FALSE
Intercalated Cell Type B	CL:1001432	kidney collecting duct intercalated cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Intercalated Cell Type B', 'full_name': '', 'paper_synonyms': '', 'tissue_context': ''}	CL:0002201	renal beta-intercalated cell	FALSE
M2 Macrophage	CL:1000695	kidney interstitial alternatively activated macrophage	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'M2 Macrophage', 'full_name': 'M2 macrophage', 'paper_synonyms': 'MAC-M2', 'tissue_context': 'region of fibrosis within the cortex; co-localized around vessels'}	CL:1000695	kidney interstitial alternatively activated macrophage	TRUE
MAC-M2	CL:1000695	kidney interstitial alternatively activated macrophage	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'MAC-M2', 'full_name': '', 'paper_synonyms': '', 'tissue_context': ''}	CL:0000890	alternatively activated macrophage	FALSE
MC	CL:1001318	renal interstitial pericyte	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'MC', 'full_name': '', 'paper_synonyms': '', 'tissue_context': ''}	CL:0000097	mast cell	FALSE
MD	CL:1001106	kidney loop of Henle thick ascending limb epithelial cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'MD', 'full_name': '', 'paper_synonyms': '', 'tissue_context': ''}	CL:0000782	myeloid dendritic cell	FALSE
MYOF	CL:1000692	kidney interstitial fibroblast	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'MYOF', 'full_name': '', 'paper_synonyms': '', 'tissue_context': ''}	CL:0000186	myofibroblast cell	FALSE
Macula Densa Cell	CL:1001106	kidney loop of Henle thick ascending limb epithelial cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Macula Densa Cell', 'full_name': 'macula densa cell', 'paper_synonyms': 'MD', 'tissue_context': 'juxtaglomerular apparatus; renal corpuscle; cortex'}	CL:1000850	macula densa epithelial cell	FALSE
Medullary Fibroblast	CL:1000692	kidney interstitial fibroblast	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Medullary Fibroblast', 'full_name': 'medullary fibroblast', 'paper_synonyms': 'FIB', 'tissue_context': 'medulla; interstitium; stroma'}	CL:4030022	renal medullary fibroblast	FALSE
Myofibroblast	CL:1000692	kidney interstitial fibroblast	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Myofibroblast', 'full_name': '', 'paper_synonyms': '', 'tissue_context': ''}	CL:0000186	myofibroblast cell	FALSE
PC	CL:1001431	kidney collecting duct principal cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'PC', 'full_name': '', 'paper_synonyms': '', 'tissue_context': ''}	NO MATCH found		FALSE
Plasmacytoid Dendritic Cell	CL:0001058	plasmacytoid dendritic cell, human	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Plasmacytoid Dendritic Cell', 'full_name': '', 'paper_synonyms': '', 'tissue_context': ''}	CL:0000784	plasmacytoid dendritic cell	FALSE
REN	CL:1001318	renal interstitial pericyte	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'REN', 'full_name': '', 'paper_synonyms': '', 'tissue_context': ''}	NO MATCH found		FALSE
Renin-positive Juxtaglomerular Granular Cell	CL:1001318	renal interstitial pericyte	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Renin-positive Juxtaglomerular Granular Cell', 'full_name': '', 'paper_synonyms': '', 'tissue_context': ''}	CL:0000648	kidney granular cell	FALSE
Transitional Principal-Intercalated Cell	CL:1001432	kidney collecting duct intercalated cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Transitional Principal-Intercalated Cell', 'full_name': 'Transitional principal–intercalated cell', 'paper_synonyms': 'transitioning principal and intercalated cells; PC, principal cells; IC, intercalated cells', 'tissue_context': 'medullary; collecting duct'}	CL:0020015	transitional principal-intercalated cell of kidney collecting duct	FALSE
VSM/P	CL:1001318	renal interstitial pericyte	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'VSM/P', 'full_name': '', 'paper_synonyms': '', 'tissue_context': ''}	CL:0008034	mural cell	FALSE
VSMC	CL:1001318	renal interstitial pericyte	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'VSMC', 'full_name': '', 'paper_synonyms': '', 'tissue_context': ''}	CL:0000359	vascular associated smooth muscle cell	FALSE
VSMC/P	CL:1001318	renal interstitial pericyte	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'VSMC/P', 'full_name': '', 'paper_synonyms': '', 'tissue_context': ''}	CL:0008034	mural cell	FALSE
Vascular Smooth Muscle Cell	CL:1001318	renal interstitial pericyte	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Vascular Smooth Muscle Cell', 'full_name': '', 'paper_synonyms': '', 'tissue_context': ''}	CL:0000359	vascular associated smooth muscle cell	FALSE
Vascular Smooth Muscle Cell / Pericyte	CL:1001318	renal interstitial pericyte	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Vascular Smooth Muscle Cell / Pericyte', 'full_name': '', 'paper_synonyms': '', 'tissue_context': ''}	CL:0008034	mural cell	FALSE
aFIB	CL:1000692	kidney interstitial fibroblast	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'aFIB', 'full_name': '', 'paper_synonyms': '', 'tissue_context': ''}	CL:0000057	fibroblast	FALSE
cycMYOF	CL:1000692	kidney interstitial fibroblast	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'cycMYOF', 'full_name': '', 'paper_synonyms': '', 'tissue_context': ''}	CL:0000186	myofibroblast cell	FALSE
dC-IC-A	CL:1001432	kidney collecting duct intercalated cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'dC-IC-A', 'full_name': '', 'paper_synonyms': '', 'tissue_context': ''}	CL:0005011	renal alpha-intercalated cell	FALSE
dFIB	CL:1000692	kidney interstitial fibroblast	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'dFIB', 'full_name': '', 'paper_synonyms': '', 'tissue_context': ''}	CL:0000057	fibroblast	FALSE
dIMCD	CL:1001431	kidney collecting duct principal cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'dIMCD', 'full_name': '', 'paper_synonyms': '', 'tissue_context': ''}	CL:1000547	kidney inner medulla collecting duct epithelial cell	FALSE
dVSMC	CL:1001318	renal interstitial pericyte	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'dVSMC', 'full_name': '', 'paper_synonyms': '', 'tissue_context': ''}	CL:0000359	vascular associated smooth muscle cell	FALSE
pDC	CL:0001058	plasmacytoid dendritic cell, human	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'pDC', 'full_name': '', 'paper_synonyms': '', 'tissue_context': ''}	CL:0000784	plasmacytoid dendritic cell	FALSE
tPC-IC	CL:1001432	kidney collecting duct intercalated cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'tPC-IC', 'full_name': '', 'paper_synonyms': '', 'tissue_context': ''}	CL:0020015	transitional principal-intercalated cell of kidney collecting duct	FALSE
